timestamp,service,endpoint,region,latency_ms,cpu_usage,memory_usage,queue_lag,status,error_code,severity,error_count,is_anomaly,ewma_latency,expected_base_latency,latency_deviation,ewma_latency_deviation_for_alert,ewma_alert,logdate,cusum,cusum_alert,combined_alert,persistence_score,incident_probability,priority,anomaly_score,ml_anomaly
2026-01-01 00:54:00,6,5,0,128,48.25,72.55,2,3,2,1,0,0,140.32,100,28,16.39,False,0,4.31,False,False,0,0.14,1,1,0
2026-01-01 00:54:30,1,2,3,243,54.52,53.2,4,3,2,1,0,0,171.12,200,43,24.37,False,0,23.62,False,False,0,0.16,1,1,0
2026-01-01 00:55:00,4,6,0,129,54.67,69.64,4,3,2,1,0,0,158.49,150,21,23.36,False,0,20.93,False,False,0,0.16,1,1,0
2026-01-01 00:55:30,4,2,4,132,54.85,35.58,6,3,2,1,0,0,150.54,150,18,21.75,False,0,15.24,False,False,0,0.16,1,1,0
2026-01-01 00:56:00,2,3,2,85,42.73,63.2,5,3,2,1,0,0,130.88,130,45,28.73,False,0,36.55,False,False,0,0.13,1,1,0
2026-01-01 00:56:30,5,4,3,100,50.47,77.45,7,3,2,1,0,0,121.62,120,20,26.11,False,0,32.86,False,False,0,0.15,1,1,0
2026-01-01 00:57:00,3,2,4,56,52.93,60.9,5,3,2,1,0,0,101.93,70,14,22.48,False,0,23.17,False,False,0,0.16,1,1,0
2026-01-01 00:57:30,0,1,2,95,60.86,47.64,8,3,2,1,0,0,99.85,80,15,20.23,False,0,14.48,False,False,0,0.18,1,1,0
2026-01-01 00:58:00,6,5,4,85,58.05,78.53,8,3,2,1,0,0,95.4,100,15,18.66,False,0,5.79,False,False,0,0.17,1,1,0
2026-01-01 00:58:30,3,1,3,76,56.09,45.22,5,3,2,1,0,0,89.58,70,6,14.86,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 00:59:00,0,0,2,84,69.73,75.46,3,3,2,1,0,0,87.9,80,4,11.6,False,0,0.0,False,False,0,0.21,1,1,0
2026-01-01 00:59:30,2,3,2,143,61.04,73.9,6,3,2,1,0,0,104.43,130,13,12.02,False,0,0.0,False,False,0,0.18,1,1,0
2026-01-01 01:00:00,3,1,1,84,58.31,56.68,5,3,2,1,0,0,98.3,70,14,12.62,False,0,0.0,False,False,0,0.18,1,1,0
2026-01-01 01:00:30,5,4,3,105,44.66,51.32,5,3,2,1,0,0,100.31,120,15,13.33,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:01:00,3,1,4,45,66.32,49.25,4,3,2,1,0,0,83.72,70,25,16.83,False,0,1.31,False,False,0,0.2,1,1,0
2026-01-01 01:01:30,6,4,3,123,62.05,46.42,7,3,2,1,0,0,95.5,100,23,18.68,False,0,0.62,False,False,0,0.19,1,1,0
2026-01-01 01:02:00,2,4,1,141,55.22,81.96,5,3,2,1,0,0,109.15,130,11,16.38,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 01:02:30,6,4,3,130,71.59,59.73,3,3,2,1,0,0,115.41,100,30,20.46,False,0,6.31,False,False,0,0.22,1,1,0
2026-01-01 01:03:00,5,3,4,109,61.36,60.11,6,3,2,1,0,0,113.48,120,11,17.63,False,0,0.0,False,False,0,0.18,1,1,0
2026-01-01 01:03:30,3,5,4,49,46.44,60.71,2,3,2,1,0,0,94.14,70,21,18.64,False,0,0.0,False,False,0,0.14,1,1,0
2026-01-01 01:04:00,3,2,1,41,49.62,55.44,7,3,2,1,0,0,78.2,70,29,21.75,False,0,5.31,False,False,0,0.15,1,1,0
2026-01-01 01:04:30,4,2,2,170,45.6,66.03,4,3,2,1,0,0,105.74,150,20,21.22,False,0,1.62,False,False,0,0.14,1,1,0
2026-01-01 01:05:00,5,4,1,148,59.51,71.25,6,3,2,1,0,0,118.42,120,28,23.26,False,0,5.93,False,False,0,0.18,1,1,0
2026-01-01 01:05:30,5,4,3,130,62.61,71.56,6,3,2,1,0,0,121.89,120,10,19.28,False,0,0.0,False,False,0,0.19,1,1,0
2026-01-01 01:06:00,3,1,3,40,61.29,66.92,7,3,2,1,0,0,97.32,70,30,22.5,False,0,6.31,False,False,0,0.18,1,1,0
2026-01-01 01:06:30,4,5,2,195,59.14,73.09,6,3,2,1,0,0,126.63,150,45,29.25,False,0,27.62,False,False,0,0.18,1,1,0
2026-01-01 01:07:00,6,2,4,82,58.32,66.48,6,3,2,1,0,0,113.24,100,18,25.87,False,0,21.93,False,False,0,0.18,1,1,0
2026-01-01 01:07:30,6,5,4,114,53.16,62.96,2,3,2,1,0,0,113.47,100,14,22.31,False,0,12.24,False,False,0,0.16,1,1,0
2026-01-01 01:08:00,6,2,4,107,44.15,65.05,6,3,2,1,0,0,111.53,100,7,17.72,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:08:30,1,5,3,209,60.48,73.56,3,3,2,1,0,0,140.77,200,9,15.1,False,0,0.0,False,False,0,0.18,1,1,0
2026-01-01 01:09:00,2,3,2,139,42.97,41.64,3,3,2,1,0,0,140.24,130,9,13.27,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:09:30,4,6,4,127,37.61,57.16,5,3,2,1,0,0,136.27,150,23,16.19,False,0,0.0,False,False,0,0.11,1,1,0
2026-01-01 01:10:00,6,2,2,64,69.61,70.73,4,3,2,1,0,0,114.59,100,36,22.13,False,0,12.31,False,False,0,0.21,1,1,0
2026-01-01 01:10:30,4,5,1,136,47.79,63.43,6,3,2,1,0,0,121.01,150,14,19.69,False,0,2.62,False,False,0,0.14,1,1,0
2026-01-01 01:11:00,1,5,0,249,54.03,72.86,0,3,2,1,0,0,159.41,200,49,28.49,False,0,27.93,False,False,0,0.16,1,1,0
2026-01-01 01:11:30,4,5,4,137,58.79,59.47,7,3,2,1,0,0,152.69,150,13,23.84,False,0,17.24,False,False,0,0.18,1,1,0
2026-01-01 01:12:00,4,5,4,141,60.89,53.22,4,3,2,1,0,0,149.18,150,9,19.39,False,0,2.55,False,False,0,0.18,1,1,0
2026-01-01 01:12:30,4,5,0,133,55.34,63.05,5,3,2,1,0,0,144.33,150,17,18.67,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 01:13:00,1,5,4,199,52.41,47.17,4,3,2,1,0,0,160.73,200,1,13.37,False,0,0.0,False,False,0,0.16,1,1,0
2026-01-01 01:13:30,0,1,2,94,48.74,55.54,5,3,2,1,0,0,140.71,80,14,13.56,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 01:14:00,4,5,0,99,56.98,48.22,3,3,2,1,0,0,128.2,150,51,24.79,False,0,27.31,False,False,0,0.17,1,1,0
2026-01-01 01:14:30,6,5,2,107,51.38,62.5,2,3,2,1,0,0,121.84,100,7,19.45,False,0,10.62,False,False,0,0.15,1,1,0
2026-01-01 01:15:00,1,5,4,198,50.97,49.1,1,3,2,1,0,0,144.69,200,2,14.22,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 01:15:30,5,3,2,105,51.34,69.21,6,3,2,1,0,0,132.78,120,15,14.45,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 01:16:00,3,5,4,53,62.06,42.28,7,3,2,1,0,0,108.85,70,17,15.22,False,0,0.0,False,False,0,0.19,1,1,0
2026-01-01 01:16:30,6,2,3,91,44.63,67.72,5,3,2,1,0,0,103.49,100,9,13.35,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:17:00,3,5,2,55,54.76,58.71,2,3,2,1,0,0,88.94,70,15,13.85,False,0,0.0,False,False,0,0.16,1,1,0
2026-01-01 01:17:30,1,0,4,184,44.38,62.13,4,3,2,1,0,0,117.46,200,16,14.49,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:18:00,6,5,3,61,60.32,61.12,2,3,2,1,0,0,100.52,100,39,21.84,False,0,15.31,False,False,0,0.18,1,1,0
2026-01-01 01:18:30,1,0,2,210,47.85,69.84,5,3,2,1,0,0,133.37,200,10,18.29,False,0,1.62,False,False,0,0.14,1,1,0
2026-01-01 01:19:00,5,3,3,92,61.33,59.86,3,3,2,1,0,0,120.96,120,28,21.2,False,0,5.93,False,False,0,0.18,1,1,0
2026-01-01 01:19:30,1,2,0,208,55.05,67.33,3,3,2,1,0,0,147.07,200,8,17.24,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 01:20:00,1,2,1,197,31.71,70.98,5,3,2,1,0,0,162.05,200,3,12.97,False,0,0.0,False,False,0,0.1,1,1,0
2026-01-01 01:20:30,2,6,4,120,55.19,62.25,8,3,2,1,0,0,149.43,130,10,12.08,False,0,0.0,False,False,0,0.17,1,1,0
2026-01-01 01:21:00,1,2,0,200,63.52,51.43,5,3,2,1,0,0,164.6,200,0,8.46,False,0,0.0,False,False,0,0.19,1,1,0
2026-01-01 01:21:30,5,3,0,99,62.83,63.19,5,3,2,1,0,0,144.92,120,21,12.22,False,0,0.0,False,False,0,0.19,1,1,0
2026-01-01 01:22:00,4,5,0,150,76.07,77.41,7,3,2,1,0,0,146.45,150,0,8.55,False,0,0.0,False,False,0,0.23,1,1,0
2026-01-01 01:22:30,3,1,4,75,80.93,61.93,5,3,2,1,0,0,125.01,70,5,7.49,False,0,0.0,False,False,0,0.24,1,1,0
2026-01-01 01:23:00,2,3,2,120,60.69,67.73,5,3,2,1,0,0,123.51,130,10,8.24,False,0,0.0,False,False,0,0.18,1,1,0
2026-01-01 01:23:30,3,5,4,63,48.94,47.21,2,3,2,1,0,0,105.36,70,7,7.87,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 01:24:00,6,4,0,80,44.9,48.24,1,3,2,1,0,0,97.75,100,20,11.51,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:24:30,6,4,4,119,51.19,60.57,3,3,2,1,0,0,104.12,100,19,13.76,False,0,0.0,False,False,0,0.15,1,1,0
2026-01-01 01:25:00,0,0,2,75,65.84,46.65,4,3,2,1,0,0,95.39,80,5,11.13,False,0,0.0,False,False,0,0.2,1,1,0
2026-01-01 01:25:30,5,3,4,152,53.61,56.58,3,3,2,1,0,0,112.37,120,32,17.39,False,0,8.31,False,False,0,0.16,1,1,0
2026-01-01 01:26:00,5,4,2,118,47.31,62.11,3,3,2,1,0,0,114.06,120,2,12.77,False,0,0.0,False,False,0,0.14,1,1,0
2026-01-01 01:26:30,3,1,3,53,54.53,50.44,3,3,2,1,0,0,95.74,70,17,14.04,False,0,0.0,False,False,0,0.16,1,1,0
2026-01-01 01:27:00,0,1,4,63,52.37,60.6,2,3,2,1,0,0,85.92,80,17,14.93,False,0,0.0,False,False,0,0.16,1,1,0
2026-01-01 01:27:30,1,0,0,194,44.01,60.57,3,3,2,1,0,0,118.34,200,6,12.25,False,0,0.0,False,False,0,0.13,1,1,0
2026-01-01 01:28:00,4,6,3,161,58.26,57.26,9,3,2,1,0,0,131.14,150,11,11.88,False,0,0.0,False,False,0,0.18,1,1,0
