timestamp,service,endpoint,region,latency_ms,cpu_usage,memory_usage,queue_lag,status,error_code,severity,error_count,is_anomaly,ewma_latency,expected_base_latency,latency_deviation,ewma_latency_deviation_for_alert,ewma_alert,logdate,cusum,cusum_alert,combined_alert,persistence_score,incident_probability,priority
2026-01-01 00:38:00,payment-api,/transfer,Germany,176,42.62,41.8,3,success,,low,0,0,143.2,150,26,22.94,False,2026-01-01,8.24,False,False,0,0.15,Low
2026-01-01 00:38:30,portfolio-service,/trade,UAE,146,67.94,73.62,7,success,,low,0,0,144.04,120,26,23.86,False,2026-01-01,10.56,False,False,0,0.23,Low
2026-01-01 00:39:00,notification-service,/payment,USA,41,52.83,62.5,6,success,,low,0,0,113.13,70,29,25.4,False,2026-01-01,15.88,False,False,0,0.18,Low
2026-01-01 00:39:30,trading-engine,/trade,Singapore,101,45.56,61.28,3,success,,low,0,0,109.49,100,1,18.08,False,2026-01-01,0.0,False,False,0,0.16,Low
2026-01-01 00:40:00,fraud-detection,/payment,UAE,202,53.7,58.04,6,success,,low,0,0,137.24,200,2,13.26,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 00:40:30,notification-service,/transfer,India,61,60.27,56.95,2,success,,low,0,0,114.37,70,9,11.98,False,2026-01-01,0.0,False,False,0,0.21,Low
2026-01-01 00:41:00,fraud-detection,/transfer,Singapore,168,58.32,52.74,4,success,,low,0,0,130.46,200,32,17.99,False,2026-01-01,8.32,False,False,0,0.2,Low
2026-01-01 00:41:30,payment-api,/withdrawal,Germany,138,36.94,43.28,5,success,,low,0,0,132.72,150,12,16.19,False,2026-01-01,0.0,False,False,0,0.13,Low
2026-01-01 00:42:00,payment-api,/transfer,Germany,119,56.89,60.61,3,success,,low,0,0,128.6,150,31,20.63,False,2026-01-01,7.32,False,False,0,0.2,Low
2026-01-01 00:42:30,trading-engine,/payment,Singapore,117,49.38,74.01,1,success,,low,0,0,125.12,100,17,19.54,False,2026-01-01,0.64,False,False,0,0.17,Low
2026-01-01 00:43:00,trading-engine,/payment,Singapore,93,56.41,53.47,7,success,,low,0,0,115.49,100,7,15.78,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 00:43:30,portfolio-service,/trade,UAE,84,58.09,54.18,4,success,,low,0,0,106.04,120,36,21.85,False,2026-01-01,12.32,False,False,0,0.2,Low
2026-01-01 00:44:00,portfolio-service,/trade,Germany,123,58.72,75.07,6,success,,low,0,0,111.13,120,3,16.19,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 00:44:30,trading-engine,/transfer,USA,83,46.94,96.99,6,success,,low,0,0,102.69,100,17,16.43,False,2026-01-01,0.0,False,False,0,0.16,Low
2026-01-01 00:45:00,auth-service,/kyc,UAE,90,60.34,49.83,6,success,,low,0,0,98.88,80,10,14.5,False,2026-01-01,0.0,False,False,0,0.21,Low
2026-01-01 00:45:30,fraud-detection,/payment,USA,193,50.74,62.3,2,success,,low,0,0,127.12,200,7,12.25,False,2026-01-01,0.0,False,False,0,0.18,Low
2026-01-01 00:46:00,trading-engine,/payment,UAE,74,50.83,70.97,8,success,,low,0,0,111.18,100,26,16.38,False,2026-01-01,2.32,False,False,0,0.18,Low
2026-01-01 00:46:30,trading-engine,/payment,UAE,110,61.63,57.26,6,success,,low,0,0,110.83,100,10,14.46,False,2026-01-01,0.0,False,False,0,0.21,Low
2026-01-01 00:47:00,fraud-detection,/payment,USA,193,41.74,55.53,5,success,,low,0,0,135.48,200,7,12.22,False,2026-01-01,0.0,False,False,0,0.14,Low
2026-01-01 00:47:30,notification-service,/payment,Singapore,51,57.32,52.69,2,success,,low,0,0,110.14,70,19,14.26,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 00:48:00,portfolio-service,/portfolio,Germany,124,52.21,74.79,6,success,,low,0,0,114.29,120,4,11.18,False,2026-01-01,0.0,False,False,0,0.18,Low
2026-01-01 00:48:30,notification-service,/payment,UAE,81,58.86,69.77,7,success,,low,0,0,104.31,70,11,11.13,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 00:49:00,investment-engine,/portfolio,Germany,103,61.31,52.48,5,success,,low,0,0,103.91,130,27,15.89,False,2026-01-01,3.32,False,False,0,0.21,Low
2026-01-01 00:49:30,notification-service,/payment,UAE,71,68.6,48.65,6,success,,low,0,0,94.04,70,1,11.42,False,2026-01-01,0.0,False,False,0,0.24,Low
2026-01-01 00:50:00,notification-service,/transfer,USA,42,53.05,53.23,4,success,,low,0,0,78.43,70,28,16.4,False,2026-01-01,4.32,False,False,0,0.18,Low
2026-01-01 00:50:30,payment-api,/withdrawal,Germany,124,59.52,48.95,4,success,,low,0,0,92.1,150,26,19.28,False,2026-01-01,6.64,False,False,0,0.21,Low
2026-01-01 00:51:00,portfolio-service,/trade,Singapore,116,63.9,59.53,0,success,,low,0,0,99.27,120,4,14.69,False,2026-01-01,0.0,False,False,0,0.22,Low
2026-01-01 00:51:30,fraud-detection,/kyc,Germany,203,65.5,51.42,5,success,,low,0,0,130.39,200,3,11.19,False,2026-01-01,0.0,False,False,0,0.23,Low
2026-01-01 00:52:00,trading-engine,/trade,Singapore,110,49.37,35.04,6,success,,low,0,0,124.27,100,10,10.83,False,2026-01-01,0.0,False,False,0,0.17,Low
2026-01-01 00:52:30,portfolio-service,/trade,USA,121,56.02,46.41,5,success,,low,0,0,123.29,120,1,7.88,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 00:53:00,trading-engine,/trade,UAE,96,52.78,52.59,3,success,,low,0,0,115.1,100,4,6.72,False,2026-01-01,0.0,False,False,0,0.18,Low
2026-01-01 00:53:30,investment-engine,/trade,UAE,145,65.84,47.59,9,success,,low,0,0,124.07,130,15,9.2,False,2026-01-01,0.0,False,False,0,0.23,Low
2026-01-01 00:54:00,portfolio-service,/trade,India,88,39.68,63.14,7,success,,low,0,0,113.25,120,32,16.04,False,2026-01-01,8.32,False,False,0,0.14,Low
2026-01-01 00:54:30,portfolio-service,/portfolio,UAE,112,63.94,48.46,5,success,,low,0,0,112.88,120,8,13.63,False,2026-01-01,0.0,False,False,0,0.22,Low
2026-01-01 00:55:00,portfolio-service,/portfolio,Germany,106,38.39,40.36,2,success,,low,0,0,110.81,120,14,13.74,False,2026-01-01,0.0,False,False,0,0.13,Low
2026-01-01 00:55:30,auth-service,/kyc,USA,73,50.75,56.83,3,success,,low,0,0,99.47,80,7,11.72,False,2026-01-01,0.0,False,False,0,0.18,Low
2026-01-01 00:56:00,payment-api,/transfer,India,126,39.21,50.19,6,success,,low,0,0,107.43,150,24,15.4,False,2026-01-01,0.32,False,False,0,0.14,Low
2026-01-01 00:56:30,payment-api,/payment,UAE,155,50.0,47.2,4,success,,low,0,0,121.7,150,5,12.28,False,2026-01-01,0.0,False,False,0,0.17,Low
2026-01-01 00:57:00,trading-engine,/trade,USA,106,53.62,39.42,4,success,,low,0,0,116.99,100,6,10.4,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 00:57:30,fraud-detection,/transfer,Singapore,201,59.88,53.43,2,success,,low,0,0,142.19,200,1,7.58,False,2026-01-01,0.0,False,False,0,0.21,Low
2026-01-01 00:58:00,payment-api,/withdrawal,UAE,156,55.1,77.4,4,success,,low,0,0,146.34,150,6,7.1,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 00:58:30,portfolio-service,/portfolio,USA,120,58.23,73.58,2,success,,low,0,0,138.43,120,0,4.97,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 00:59:00,portfolio-service,/portfolio,Singapore,110,56.5,67.89,4,success,,low,0,0,129.9,120,10,6.48,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 00:59:30,investment-engine,/portfolio,India,163,45.56,62.43,1,success,,low,0,0,139.83,130,33,14.44,False,2026-01-01,9.32,False,False,0,0.16,Low
2026-01-01 01:00:00,trading-engine,/transfer,Singapore,84,49.26,48.02,7,success,,low,0,0,123.08,100,16,14.91,False,2026-01-01,1.64,False,False,0,0.17,Low
2026-01-01 01:00:30,investment-engine,/portfolio,USA,124,49.19,60.73,4,success,,low,0,0,123.36,130,6,12.23,False,2026-01-01,0.0,False,False,0,0.17,Low
2026-01-01 01:01:00,portfolio-service,/trade,India,95,56.05,65.98,3,success,,low,0,0,114.85,120,25,16.06,False,2026-01-01,1.32,False,False,0,0.19,Low
2026-01-01 01:01:30,fraud-detection,/kyc,Singapore,174,64.89,68.26,8,success,,low,0,0,132.6,200,26,19.04,False,2026-01-01,3.64,False,False,0,0.22,Low
2026-01-01 01:02:00,fraud-detection,/kyc,Singapore,187,56.32,48.99,5,success,,low,0,0,148.92,200,13,17.23,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 01:02:30,portfolio-service,/portfolio,Singapore,139,59.19,27.98,8,success,,low,0,0,145.94,120,19,17.76,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 01:03:00,fraud-detection,/transfer,USA,205,69.76,67.19,3,success,,low,0,0,163.66,200,5,13.93,False,2026-01-01,0.0,False,False,0,0.24,Low
2026-01-01 01:03:30,notification-service,/transfer,Singapore,80,58.17,41.55,5,success,,low,0,0,138.56,70,10,12.75,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 01:04:00,notification-service,/payment,USA,96,59.13,67.36,1,success,,low,0,0,125.79,70,26,16.73,False,2026-01-01,2.32,False,False,0,0.2,Low
2026-01-01 01:04:30,payment-api,/withdrawal,Singapore,135,62.68,54.35,5,success,,low,0,0,128.56,150,15,16.21,False,2026-01-01,0.0,False,False,0,0.22,Low
2026-01-01 01:05:00,fraud-detection,/transfer,India,207,58.65,72.2,4,success,,low,0,0,152.09,200,7,13.45,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 01:05:30,investment-engine,/withdrawal,India,130,59.04,67.79,2,success,,low,0,0,145.46,130,0,9.41,False,2026-01-01,0.0,False,False,0,0.2,Low
2026-01-01 01:06:00,fraud-detection,/kyc,India,236,39.84,61.72,4,success,,low,0,0,172.62,200,36,17.39,False,2026-01-01,12.32,False,False,0,0.14,Low
2026-01-01 01:06:30,notification-service,/transfer,Singapore,56,65.23,71.38,5,success,,low,0,0,137.64,70,14,16.37,False,2026-01-01,2.64,False,False,0,0.23,Low
2026-01-01 01:07:00,notification-service,/login,Singapore,72,44.53,37.93,6,success,,low,0,0,117.95,70,2,12.06,False,2026-01-01,0.0,False,False,0,0.15,Low
2026-01-01 01:07:30,investment-engine,/trade,India,155,58.47,59.8,3,success,,low,0,0,129.06,130,25,15.94,False,2026-01-01,1.32,False,False,0,0.2,Low
2026-01-01 01:08:00,investment-engine,/trade,Singapore,151,54.88,60.03,6,success,,low,0,0,135.64,130,21,17.46,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 01:08:30,auth-service,/kyc,Germany,62,50.82,58.05,4,success,,low,0,0,113.55,80,18,17.62,False,2026-01-01,0.0,False,False,0,0.18,Low
2026-01-01 01:09:00,fraud-detection,/transfer,UAE,214,49.39,50.87,6,success,,low,0,0,143.69,200,14,16.54,False,2026-01-01,0.0,False,False,0,0.17,Low
2026-01-01 01:09:30,trading-engine,/trade,Germany,119,49.4,55.49,7,success,,low,0,0,136.28,100,19,17.27,False,2026-01-01,0.0,False,False,0,0.17,Low
2026-01-01 01:10:00,trading-engine,/transfer,Singapore,118,59.64,65.29,3,success,,low,0,0,130.8,100,18,17.49,False,2026-01-01,0.0,False,False,0,0.21,Low
2026-01-01 01:10:30,notification-service,/transfer,Singapore,64,67.45,56.14,7,success,,low,0,0,110.76,70,6,14.04,False,2026-01-01,0.0,False,False,0,0.23,Low
2026-01-01 01:11:00,investment-engine,/portfolio,Singapore,124,55.14,63.3,2,success,,low,0,0,114.73,130,6,11.63,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 01:11:30,fraud-detection,/payment,USA,210,46.33,59.12,7,success,,low,0,0,143.31,200,10,11.14,False,2026-01-01,0.0,False,False,0,0.16,Low
2026-01-01 01:12:00,fraud-detection,/payment,Singapore,193,44.21,43.17,4,success,,low,0,0,158.22,200,7,9.9,False,2026-01-01,0.0,False,False,0,0.15,Low
2026-01-01 01:12:30,auth-service,/login,India,58,64.85,40.41,4,success,,low,0,0,128.15,80,22,13.53,False,2026-01-01,0.0,False,False,0,0.22,Low
2026-01-01 01:13:00,auth-service,/kyc,Germany,114,50.18,76.12,6,success,,low,0,0,123.91,80,34,19.67,False,2026-01-01,10.32,False,False,0,0.17,Low
2026-01-01 01:13:30,trading-engine,/transfer,USA,56,47.07,57.36,6,success,,low,0,0,103.53,100,44,26.97,False,2026-01-01,30.64,False,False,0,0.16,Low
2026-01-01 01:14:00,trading-engine,/transfer,India,87,48.73,60.83,4,success,,low,0,0,98.57,100,13,22.78,False,2026-01-01,19.96,False,False,0,0.17,Low
2026-01-01 01:14:30,investment-engine,/withdrawal,Germany,145,62.3,57.35,5,success,,low,0,0,112.5,130,15,20.45,False,2026-01-01,11.28,False,False,0,0.21,Low
2026-01-01 01:15:00,investment-engine,/withdrawal,Singapore,124,53.63,54.29,7,success,,low,0,0,115.95,130,6,16.11,False,2026-01-01,0.0,False,False,0,0.19,Low
2026-01-01 01:15:30,auth-service,/kyc,Singapore,107,59.91,64.26,6,success,,low,0,0,113.27,80,27,19.38,False,2026-01-01,3.32,False,False,0,0.21,Low
2026-01-01 01:16:00,fraud-detection,/payment,Singapore,204,61.59,51.92,6,success,,low,0,0,140.49,200,4,14.76,False,2026-01-01,0.0,False,False,0,0.21,Low
2026-01-01 01:16:30,portfolio-service,/trade,Singapore,101,65.43,58.59,4,success,,low,0,0,128.64,120,19,16.04,False,2026-01-01,0.0,False,False,0,0.23,Low
2026-01-01 01:17:00,trading-engine,/payment,USA,56,53.91,69.82,5,success,,low,0,0,106.85,100,44,24.42,False,2026-01-01,20.32,False,False,0,0.19,Low
2026-01-01 01:17:30,trading-engine,/trade,Germany,128,60.98,67.56,0,success,,low,0,0,113.19,100,28,25.5,False,2026-01-01,24.64,False,False,0,0.21,Low
2026-01-01 01:18:00,fraud-detection,/kyc,India,226,48.87,54.23,7,success,,low,0,0,147.04,200,26,25.65,False,2026-01-01,26.96,False,False,0,0.17,Low
2026-01-01 01:18:30,fraud-detection,/kyc,USA,185,75.51,63.09,7,success,,low,0,0,158.42,200,15,22.45,False,2026-01-01,18.28,False,False,0,0.26,Low
