timestamp,service,endpoint,region,latency_ms,cpu_usage,memory_usage,queue_lag,amount,error_code,severity,status,error_count,anomaly_probability_%,is_anomaly,client_id,machine_id,resource_stress_score
2026-06-23 14:15:29,trading-engine,/trade,us-east-1,61,139,527,44,7722.72,,Normal,Success,7,6,0,CUST-100483,DEV-MAC-75825,27.5593
2026-06-23 14:15:29,ledger-service,/balance_check,us-east-1,194,60,606,9,0.0,ERR-206,Low,Failure,11,37,1,CUST-100483,DEV-WIN-99325,20.3667
2026-06-23 14:15:29,payment-api,/withdrawal,us-east-1,113,180,460,41,6478.81,ERR-108,Low,Failure,11,20,1,CUST-100483,DEV-WIN-84725,6.9853
2026-06-23 14:15:30,auth-service,/login,eu-west-1,50,51,84,5,0.0,ERR-903,Medium,Failure,11,76,1,CUST-134098,DEV-LIN-11235,3.695
2026-06-23 14:15:31,auth-service,/login,us-east-1,30,12,28,1,0.0,,Healthy,Success,2,5,0,CUST-134098,DEV-WIN-84725,1.165
2026-06-23 14:15:31,payment-api,/transfer,us-west-2,375,37,241,41,5163.38,ERR-102,Medium,Failure,19,70,1,CUST-134098,DEV-WIN-84725,5.7467
2026-06-23 14:15:31,ledger-service,/balance_check,us-east-1,164,38,250,26,0.0,ERR-903,Low,Failure,15,30,1,CUST-109482,DEV-MAC-75825,16.1
2026-06-23 14:15:32,trading-engine,/trade,ap-southeast-1,274,50,346,15,8998.62,,Normal,Success,14,9,0,CUST-123456,DEV-LIN-11235,26.6091
2026-06-23 14:15:32,ledger-service,/balance_check,eu-west-1,36,149,695,12,0.0,ERR-304,Medium,Failure,13,75,1,CUST-134098,DEV-MAC-0149A5,20.15
2026-06-23 14:15:33,ledger-service,/balance_check,eu-west-1,246,151,566,31,0.0,ERR-308,Medium,Failure,14,63,1,CUST-100483,DEV-LIN-11235,28.8667
2026-06-23 14:15:34,fraud-detection,/payment,us-west-2,6,109,431,13,0.0,ERR-203,Low,Failure,13,28,1,CUST-109482,DEV-MAC-0149A5,2.0334
2026-06-23 14:15:34,trading-engine,/trade,eu-west-1,266,138,157,4,4715.71,ERR-204,Low,Failure,10,38,1,CUST-134098,DEV-LIN-11235,20.5
2026-06-23 14:15:34,ledger-service,/balance_check,ap-southeast-1,195,30,688,4,0.0,,Healthy,Success,1,1,0,CUST-100483,DEV-WIN-84725,19.7667
2026-06-23 14:15:35,ledger-service,/balance_check,ap-southeast-1,386,182,789,36,0.0,ERR-701,Low,Failure,16,21,1,CUST-134098,DEV-MAC-0149A5,39.2833
2026-06-23 14:15:36,payment-api,/withdrawal,eu-west-1,361,159,173,49,1602.87,ERR-206,Medium,Failure,16,71,1,CUST-134098,DEV-LIN-11235,6.9007
2026-06-23 14:15:36,auth-service,/login,eu-west-1,51,51,82,5,0.0,ERR-903,Medium,Failure,15,80,1,CUST-123456,DEV-MAC-75825,3.6825
2026-06-23 14:15:36,ledger-service,/balance_check,us-east-1,234,69,589,49,0.0,ERR-108,Low,Failure,8,24,1,CUST-112349,DEV-LIN-11235,29.7167
2026-06-23 14:15:37,ledger-service,/balance_check,us-west-2,180,100,543,11,0.0,ERR-205,Low,Failure,20,27,1,CUST-112349,DEV-MAC-0149A5,20.5833
2026-06-23 14:15:37,payment-api,/transfer,eu-west-1,44,27,394,25,7070.5,ERR-705,Low,Failure,13,23,1,CUST-134098,DEV-WIN-84725,4.0377
2026-06-23 14:15:38,investment-engine,/portfolio,ap-southeast-1,311,184,318,32,9466.59,ERR-206,Medium,Failure,17,75,1,CUST-123456,DEV-MAC-0149A5,3.6444
2026-06-23 14:15:38,ledger-service,/balance_check,us-west-2,309,199,665,48,0.0,ERR-701,Medium,Failure,15,73,1,CUST-123456,DEV-MAC-75825,37.6167
2026-06-23 14:15:39,fraud-detection,/payment,eu-west-1,104,64,396,26,0.0,,Normal,Success,6,9,0,CUST-112349,DEV-LIN-11235,3.8401
2026-06-23 14:15:39,auth-service,/login,eu-west-1,52,51,82,5,0.0,ERR-903,Medium,Failure,8,73,1,CUST-123456,DEV-MAC-75825,3.695
2026-06-23 14:15:39,payment-api,/transfer,ap-southeast-1,333,241,654,24,146.64,,Healthy,Success,3,1,0,CUST-100483,DEV-WIN-84725,8.2103
2026-06-23 14:15:39,ledger-service,/balance_check,ap-southeast-1,86,137,479,46,0.0,,Normal,Success,5,8,0,CUST-100483,DEV-WIN-84725,24.6167
2026-06-23 14:15:40,ledger-service,/balance_check,ap-southeast-1,282,33,601,3,0.0,ERR-304,Low,Failure,6,26,1,CUST-123456,DEV-MAC-0149A5,21.1167
2026-06-23 14:15:41,fraud-detection,/payment,us-west-2,308,89,723,11,0.0,ERR-903,Low,Failure,13,37,1,CUST-134098,DEV-WIN-99325,4.0819
2026-06-23 14:15:42,trading-engine,/trade,ap-southeast-1,270,63,281,35,8658.76,ERR-309,Low,Failure,14,34,1,CUST-112349,DEV-LIN-11235,36.2588
2026-06-23 14:15:42,payment-api,/withdrawal,us-west-2,158,123,129,29,8970.87,ERR-704,Medium,Failure,17,65,1,CUST-109482,DEV-WIN-99325,4.2353
2026-06-23 14:15:43,ledger-service,/balance_check,us-east-1,129,212,75,24,0.0,ERR-705,Low,Failure,18,25,1,CUST-109482,DEV-WIN-84725,17.4167
2026-06-23 14:15:43,auth-service,/login,us-east-1,45,45,77,5,0.0,ERR-204,Low,Failure,9,32,1,CUST-123456,DEV-WIN-99325,3.425
2026-06-23 14:15:44,ledger-service,/balance_check,eu-west-1,209,201,657,45,0.0,ERR-310,Low,Failure,3,27,1,CUST-100483,DEV-WIN-84725,33.6167
2026-06-23 14:15:45,investment-engine,/portfolio,ap-southeast-1,373,49,318,26,5947.94,ERR-309,Low,Failure,10,35,1,CUST-123456,DEV-MAC-75825,2.9761
2026-06-23 14:15:45,ledger-service,/balance_check,ap-southeast-1,308,52,566,30,0.0,,Normal,Success,18,6,0,CUST-100483,DEV-MAC-75825,27.4333
2026-06-23 14:15:47,investment-engine,/portfolio,us-east-1,393,23,697,48,11265.04,ERR-110,Medium,Failure,14,74,1,CUST-112349,DEV-LIN-11235,4.3863
2026-06-23 14:15:48,trading-engine,/trade,us-west-2,36,176,116,30,2303.71,ERR-110,Low,Failure,14,40,1,CUST-112349,DEV-WIN-84725,18.2132
2026-06-23 14:15:49,ledger-service,/balance_check,us-west-2,217,51,779,13,0.0,,Normal,Success,9,8,0,CUST-109482,DEV-MAC-75825,24.5167
2026-06-23 14:15:49,investment-engine,/portfolio,us-west-2,258,188,390,33,13817.27,ERR-102,Low,Failure,11,39,1,CUST-109482,DEV-WIN-99325,3.6617
2026-06-23 14:15:50,ledger-service,/balance_check,eu-west-1,124,11,659,48,0.0,,Healthy,Success,2,5,0,CUST-123456,DEV-MAC-0149A5,25.0833
2026-06-23 14:15:51,ledger-service,/balance_check,eu-west-1,154,90,658,39,0.0,,Normal,Success,4,5,0,CUST-100483,DEV-MAC-75825,26.9
2026-06-23 14:15:52,ledger-service,/balance_check,us-east-1,380,218,442,6,0.0,,Healthy,Success,14,2,0,CUST-109482,DEV-WIN-84725,28.5
2026-06-23 14:15:52,fraud-detection,/payment,eu-west-1,155,161,323,23,0.0,ERR-301,Low,Failure,14,31,1,CUST-134098,DEV-WIN-84725,4.0513
2026-06-23 14:15:53,ledger-service,/balance_check,us-west-2,32,28,141,15,0.0,ERR-210,Low,Failure,9,30,1,CUST-123456,DEV-WIN-84725,7.35
2026-06-23 14:15:53,auth-service,/login,us-west-2,26,17,31,2,0.0,,Healthy,Success,9,4,0,CUST-109482,DEV-MAC-75825,1.4525
2026-06-23 14:15:54,auth-service,/login,us-west-2,46,50,76,4,0.0,ERR-307,Low,Failure,12,22,1,CUST-134098,DEV-WIN-84725,3.325
2026-06-23 14:15:54,payment-api,/withdrawal,us-east-1,270,144,304,49,4857.51,ERR-208,Low,Failure,13,35,1,CUST-112349,DEV-MAC-75825,7.0667
2026-06-23 14:15:55,ledger-service,/balance_check,us-west-2,270,107,340,18,0.0,ERR-207,Medium,Failure,1,79,1,CUST-109482,DEV-WIN-99325,21.8333
2026-06-23 14:15:56,ledger-service,/balance_check,us-east-1,321,123,772,37,0.0,,Normal,Success,1,5,0,CUST-100483,DEV-MAC-75825,35.0667
2026-06-23 14:15:57,ledger-service,/balance_check,eu-west-1,133,187,533,10,0.0,ERR-903,Medium,Failure,1,71,1,CUST-100483,DEV-LIN-11235,21.55
2026-06-23 14:15:58,investment-engine,/portfolio,ap-southeast-1,261,89,606,20,10411.93,ERR-307,Low,Failure,3,27,1,CUST-134098,DEV-MAC-0149A5,3.1653
2026-06-23 14:15:59,auth-service,/login,us-east-1,48,46,75,5,0.0,ERR-105,Low,Failure,20,33,1,CUST-123456,DEV-WIN-84725,3.4575
2026-06-23 14:15:59,payment-api,/transfer,us-east-1,143,230,512,28,6502.62,,Normal,Success,14,9,0,CUST-109482,DEV-MAC-0149A5,6.9153
2026-06-23 14:15:59,fraud-detection,/payment,eu-west-1,69,52,188,43,0.0,,Normal,Success,20,5,0,CUST-112349,DEV-WIN-99325,5.0736
2026-06-23 14:16:00,trading-engine,/trade,eu-west-1,23,18,775,3,888.27,ERR-305,Low,Failure,12,29,1,CUST-134098,DEV-LIN-11235,4.607
2026-06-23 14:16:01,auth-service,/login,eu-west-1,49,48,76,5,0.0,ERR-102,Low,Failure,4,36,1,CUST-112349,DEV-MAC-75825,3.5225
2026-06-23 14:16:02,investment-engine,/portfolio,us-east-1,334,132,105,37,9301.09,ERR-308,Medium,Failure,12,79,1,CUST-112349,DEV-MAC-75825,3.2117
2026-06-23 14:16:02,ledger-service,/balance_check,ap-southeast-1,185,164,124,24,0.0,,Healthy,Success,10,5,0,CUST-134098,DEV-MAC-0149A5,18.5
2026-06-23 14:16:03,trading-engine,/trade,eu-west-1,157,122,586,5,9969.81,ERR-702,Low,Failure,17,35,1,CUST-109482,DEV-LIN-11235,14.5179
2026-06-23 14:16:03,ledger-service,/balance_check,us-west-2,335,202,204,1,0.0,ERR-304,Medium,Failure,15,73,1,CUST-134098,DEV-MAC-0149A5,21.5
2026-06-23 14:16:03,auth-service,/login,ap-southeast-1,46,48,80,4,0.0,ERR-903,Low,Failure,9,25,1,CUST-112349,DEV-MAC-0149A5,3.335
2026-06-23 14:16:03,payment-api,/withdrawal,ap-southeast-1,281,71,449,18,6269.28,ERR-307,Medium,Failure,6,75,1,CUST-134098,DEV-LIN-11235,5.1607
2026-06-23 14:16:05,ledger-service,/balance_check,eu-west-1,65,18,663,14,0.0,,Normal,Success,4,14,0,CUST-112349,DEV-MAC-0149A5,16.6167
2026-06-23 14:16:05,fraud-detection,/payment,ap-southeast-1,347,120,436,7,0.0,ERR-307,Low,Failure,2,36,1,CUST-112349,DEV-MAC-0149A5,3.7391
2026-06-23 14:16:06,trading-engine,/trade,ap-southeast-1,147,170,673,29,4658.24,ERR-105,Low,Failure,13,22,1,CUST-100483,DEV-WIN-84725,26.1811
2026-06-23 14:16:06,payment-api,/transfer,ap-southeast-1,49,57,534,26,3487.66,ERR-208,Medium,Failure,12,63,1,CUST-112349,DEV-MAC-0149A5,5.0743
2026-06-23 14:16:07,trading-engine,/trade,eu-west-1,285,245,648,13,3028.02,ERR-106,High,Failure,3,89,1,CUST-123456,DEV-LIN-11235,27.5823
2026-06-23 14:16:08,auth-service,/login,us-east-1,44,48,73,5,0.0,ERR-304,Low,Failure,8,31,1,CUST-100483,DEV-MAC-0149A5,3.4225
2026-06-23 14:16:09,ledger-service,/balance_check,eu-west-1,143,74,167,42,0.0,,Healthy,Success,8,2,0,CUST-109482,DEV-MAC-75825,18.4167
2026-06-23 14:16:09,investment-engine,/portfolio,ap-southeast-1,160,127,212,37,7594.1,ERR-210,Low,Failure,8,35,1,CUST-109482,DEV-WIN-84725,2.8157
2026-06-23 14:16:10,investment-engine,/portfolio,us-west-2,229,222,405,5,13381.36,ERR-104,Medium,Failure,8,62,1,CUST-100483,DEV-LIN-11235,2.831
2026-06-23 14:16:10,payment-api,/withdrawal,eu-west-1,309,161,328,34,5042.86,ERR-307,Critical,Failure,2,97,1,CUST-100483,DEV-MAC-75825,6.4843
2026-06-23 14:16:11,ledger-service,/balance_check,us-east-1,229,236,504,16,0.0,,Healthy,Success,13,0,0,CUST-109482,DEV-MAC-0149A5,27.1
2026-06-23 14:16:11,investment-engine,/portfolio,us-east-1,101,79,671,20,8041.8,,Normal,Success,3,7,0,CUST-109482,DEV-WIN-84725,2.7089
2026-06-23 14:16:11,fraud-detection,/payment,ap-southeast-1,180,137,575,28,0.0,ERR-109,Low,Failure,13,21,1,CUST-112349,DEV-MAC-0149A5,4.904
2026-06-23 14:16:12,trading-engine,/trade,ap-southeast-1,328,105,222,37,3818.34,ERR-208,Low,Failure,5,29,1,CUST-123456,DEV-MAC-0149A5,41.1503
2026-06-23 14:16:12,ledger-service,/balance_check,us-west-2,270,46,361,41,0.0,ERR-210,Low,Failure,1,23,1,CUST-134098,DEV-MAC-75825,24.75
2026-06-23 14:16:13,trading-engine,/trade,eu-west-1,383,28,84,36,2369.36,ERR-308,Medium,Failure,13,66,1,CUST-112349,DEV-LIN-11235,43.7907
2026-06-23 14:16:13,fraud-detection,/payment,ap-southeast-1,184,227,121,25,0.0,,Normal,Success,15,10,0,CUST-134098,DEV-LIN-11235,4.4123
2026-06-23 14:16:13,investment-engine,/portfolio,us-east-1,301,104,605,1,5636.36,ERR-109,Low,Failure,11,20,1,CUST-109482,DEV-LIN-11235,2.7383
2026-06-23 14:16:14,auth-service,/login,us-west-2,49,50,77,5,0.0,ERR-210,Low,Failure,10,30,1,CUST-112349,DEV-MAC-0149A5,3.575
2026-06-23 14:16:14,investment-engine,/portfolio,us-west-2,88,103,200,41,14133.81,,Healthy,Success,6,0,0,CUST-123456,DEV-MAC-75825,2.5656
2026-06-23 14:16:14,trading-engine,/trade,ap-southeast-1,145,158,333,43,7351.74,ERR-904,Low,Failure,6,27,1,CUST-134098,DEV-LIN-11235,32.3437
2026-06-23 14:16:14,payment-api,/withdrawal,eu-west-1,15,250,549,45,4017.55,ERR-901,Low,Failure,5,27,1,CUST-134098,DEV-WIN-99325,7.8883
2026-06-23 14:16:15,auth-service,/login,eu-west-1,46,46,73,4,0.0,ERR-309,Low,Failure,2,34,1,CUST-123456,DEV-LIN-11235,3.2075
2026-06-23 14:16:16,trading-engine,/trade,us-west-2,65,176,712,11,3375.47,ERR-705,Low,Failure,11,28,1,CUST-100483,DEV-MAC-0149A5,11.8106
2026-06-23 14:16:16,ledger-service,/balance_check,us-west-2,10,140,536,18,0.0,,Normal,Success,1,9,0,CUST-100483,DEV-MAC-0149A5,17.5333
2026-06-23 14:16:18,ledger-service,/balance_check,ap-southeast-1,65,84,246,47,0.0,,Healthy,Success,4,0,0,CUST-109482,DEV-MAC-0149A5,18.4667
2026-06-23 14:16:19,ledger-service,/balance_check,ap-southeast-1,33,190,340,22,0.0,,Healthy,Success,15,1,0,CUST-112349,DEV-LIN-11235,17.5
2026-06-23 14:16:20,fraud-detection,/payment,us-east-1,95,197,743,45,0.0,,Healthy,Success,18,0,0,CUST-109482,DEV-MAC-75825,6.3514
2026-06-23 14:16:20,trading-engine,/trade,us-east-1,141,214,448,17,7950.35,,Normal,Success,12,5,0,CUST-123456,DEV-MAC-0149A5,19.4883
2026-06-23 14:16:22,payment-api,/withdrawal,eu-west-1,163,13,337,17,9723.37,ERR-703,Medium,Failure,6,64,1,CUST-109482,DEV-LIN-11235,3.5787
2026-06-23 14:16:23,fraud-detection,/payment,us-west-2,66,31,729,15,0.0,ERR-306,Low,Failure,17,25,1,CUST-100483,DEV-WIN-84725,2.7294
2026-06-23 14:16:24,trading-engine,/trade,us-west-2,59,148,452,48,6443.08,ERR-104,Low,Failure,4,37,1,CUST-134098,DEV-WIN-99325,29.3095
2026-06-23 14:16:26,payment-api,/withdrawal,us-west-2,222,180,624,50,480.72,ERR-104,Medium,Failure,12,79,1,CUST-100483,DEV-WIN-84725,8.8413
2026-06-23 14:16:26,fraud-detection,/payment,ap-southeast-1,176,163,269,12,0.0,ERR-902,Medium,Failure,10,75,1,CUST-109482,DEV-LIN-11235,3.0435
2026-06-23 14:16:27,ledger-service,/balance_check,us-west-2,256,66,296,35,0.0,ERR-210,Low,Failure,2,26,1,CUST-109482,DEV-WIN-84725,22.6667
2026-06-23 14:16:27,payment-api,/transfer,us-west-2,34,107,777,7,6579.65,ERR-302,Low,Failure,7,32,1,CUST-123456,DEV-WIN-99325,5.3793
2026-06-23 14:16:27,trading-engine,/trade,us-east-1,108,229,537,8,4115.13,ERR-209,Medium,Failure,17,80,1,CUST-109482,DEV-MAC-75825,13.0122
2026-06-23 14:16:28,ledger-service,/balance_check,us-west-2,194,44,280,28,0.0,ERR-109,Low,Failure,9,34,1,CUST-112349,DEV-WIN-84725,18.2
2026-06-23 14:16:28,payment-api,/transfer,us-west-2,216,228,392,6,2295.67,,Normal,Success,13,9,0,CUST-123456,DEV-MAC-75825,5.124
2026-06-23 14:16:29,payment-api,/transfer,us-west-2,27,49,71,33,5651.37,ERR-901,Low,Failure,9,35,1,CUST-112349,DEV-WIN-99325,3.0713
2026-06-23 14:16:30,payment-api,/withdrawal,ap-southeast-1,126,81,792,3,2708.41,ERR-308,Medium,Failure,14,68,1,CUST-123456,DEV-WIN-84725,5.339
2026-06-23 14:16:30,ledger-service,/balance_check,us-west-2,104,18,662,6,0.0,ERR-303,Low,Failure,11,36,1,CUST-123456,DEV-MAC-75825,16.3
2026-06-23 14:16:31,fraud-detection,/payment,us-east-1,136,226,366,37,0.0,ERR-201,Low,Failure,15,29,1,CUST-123456,DEV-WIN-84725,5.5291
2026-06-23 14:16:31,payment-api,/transfer,eu-west-1,43,141,81,39,691.73,ERR-705,Medium,Failure,15,66,1,CUST-109482,DEV-MAC-75825,4.352
2026-06-23 14:16:32,auth-service,/login,eu-west-1,46,49,78,5,0.0,ERR-703,Low,Failure,11,40,1,CUST-109482,DEV-MAC-0149A5,3.53
2026-06-23 14:16:33,auth-service,/login,ap-southeast-1,47,45,78,4,0.0,ERR-309,Low,Failure,1,28,1,CUST-112349,DEV-LIN-11235,3.2625
2026-06-23 14:16:34,fraud-detection,/payment,ap-southeast-1,104,63,143,14,0.0,ERR-305,Low,Failure,2,31,1,CUST-134098,DEV-WIN-84725,2.3905
2026-06-23 14:16:34,payment-api,/transfer,eu-west-1,37,18,728,24,3561.48,ERR-207,Low,Failure,13,30,1,CUST-123456,DEV-WIN-84725,5.538
2026-06-23 14:16:35,payment-api,/withdrawal,us-west-2,350,67,544,1,2904.87,,Normal,Success,18,5,0,CUST-134098,DEV-WIN-99325,4.745
2026-06-23 14:16:36,ledger-service,/balance_check,us-east-1,122,102,581,38,0.0,ERR-301,Low,Failure,17,24,1,CUST-134098,DEV-WIN-84725,24.75
2026-06-23 14:16:37,fraud-detection,/payment,us-east-1,122,174,88,4,0.0,,Healthy,Success,3,2,0,CUST-100483,DEV-WIN-84725,1.7343
2026-06-23 14:16:37,ledger-service,/balance_check,us-east-1,152,51,500,47,0.0,ERR-104,Low,Failure,14,30,1,CUST-109482,DEV-MAC-0149A5,24.5
2026-06-23 14:16:37,payment-api,/withdrawal,us-east-1,209,14,94,42,9308.94,,Healthy,Success,15,3,0,CUST-100483,DEV-MAC-75825,4.2227
2026-06-23 14:16:38,payment-api,/withdrawal,eu-west-1,382,28,213,7,4993.57,ERR-110,High,Failure,8,82,1,CUST-109482,DEV-LIN-11235,3.293
2026-06-23 14:16:38,fraud-detection,/payment,eu-west-1,283,55,392,46,0.0,,Normal,Success,7,7,0,CUST-123456,DEV-MAC-75825,7.007
2026-06-23 14:16:38,investment-engine,/portfolio,eu-west-1,359,205,177,13,10380.65,ERR-705,Medium,Failure,8,72,1,CUST-112349,DEV-WIN-84725,3.0007
2026-06-23 14:16:38,ledger-service,/balance_check,us-west-2,82,236,701,46,0.0,,Normal,Success,13,6,0,CUST-123456,DEV-MAC-75825,31.4833
2026-06-23 14:16:39,trading-engine,/trade,ap-southeast-1,163,183,138,24,6753.67,,Healthy,Success,4,1,0,CUST-100483,DEV-MAC-75825,23.7462
2026-06-23 14:16:39,auth-service,/login,us-east-1,16,17,24,2,0.0,,Healthy,Success,5,1,0,CUST-134098,DEV-LIN-11235,1.24
2026-06-23 14:16:40,ledger-service,/balance_check,ap-southeast-1,285,249,429,5,0.0,,Healthy,Success,18,3,0,CUST-134098,DEV-WIN-84725,25.95
2026-06-23 14:16:40,investment-engine,/portfolio,us-west-2,270,57,93,43,5490.8,ERR-308,Low,Failure,10,27,1,CUST-112349,DEV-MAC-75825,2.8
2026-06-23 14:16:41,fraud-detection,/payment,eu-west-1,389,165,401,33,0.0,ERR-205,Medium,Failure,20,69,1,CUST-134098,DEV-LIN-11235,6.6974
2026-06-23 14:16:41,ledger-service,/balance_check,us-east-1,301,172,186,20,0.0,ERR-903,Low,Failure,16,37,1,CUST-134098,DEV-LIN-11235,22.8667
2026-06-23 14:16:41,investment-engine,/portfolio,us-east-1,185,109,701,22,10583.64,ERR-101,Low,Failure,7,34,1,CUST-100483,DEV-WIN-99325,3.2641
2026-06-23 14:16:42,ledger-service,/balance_check,us-east-1,62,62,394,14,0.0,ERR-102,Low,Failure,3,25,1,CUST-109482,DEV-WIN-99325,13.5
2026-06-23 14:16:43,ledger-service,/balance_check,us-east-1,382,158,211,47,0.0,ERR-105,Low,Failure,5,26,1,CUST-112349,DEV-WIN-84725,30.9167
2026-06-23 14:16:43,payment-api,/withdrawal,eu-west-1,347,220,331,6,5151.43,ERR-304,Low,Failure,11,22,1,CUST-134098,DEV-MAC-75825,5.2763
2026-06-23 14:16:44,payment-api,/transfer,ap-southeast-1,53,232,634,11,4283.07,ERR-201,Low,Failure,4,33,1,CUST-112349,DEV-WIN-99325,6.0487
2026-06-23 14:16:45,ledger-service,/balance_check,ap-southeast-1,203,69,358,6,0.0,,Normal,Success,15,8,0,CUST-112349,DEV-WIN-84725,16.2333
2026-06-23 14:16:46,ledger-service,/balance_check,us-east-1,124,14,456,35,0.0,,Normal,Success,17,12,0,CUST-123456,DEV-WIN-99325,19.2
2026-06-23 14:16:46,payment-api,/withdrawal,us-east-1,294,128,177,16,5578.32,ERR-306,Low,Failure,4,21,1,CUST-109482,DEV-MAC-75825,4.1943
2026-06-23 14:16:47,trading-engine,/trade,eu-west-1,235,218,158,43,2847.88,ERR-305,Medium,Failure,15,71,1,CUST-123456,DEV-MAC-0149A5,38.2019
2026-06-23 14:16:47,ledger-service,/balance_check,us-east-1,38,113,292,50,0.0,ERR-108,Medium,Failure,10,67,1,CUST-112349,DEV-LIN-11235,19.9
2026-06-23 14:16:48,ledger-service,/balance_check,us-east-1,27,58,497,5,0.0,,Healthy,Success,12,4,0,CUST-123456,DEV-WIN-84725,12.1167
2026-06-23 14:16:48,trading-engine,/trade,us-east-1,74,213,229,44,7785.05,ERR-301,Low,Failure,9,32,1,CUST-109482,DEV-WIN-84725,28.0906
2026-06-23 14:16:48,auth-service,/login,us-east-1,50,50,80,5,0.0,ERR-307,Medium,Failure,7,66,1,CUST-112349,DEV-MAC-0149A5,3.625
2026-06-23 14:16:49,payment-api,/withdrawal,us-east-1,288,107,333,28,951.72,ERR-901,Low,Failure,8,39,1,CUST-134098,DEV-WIN-99325,5.5753
2026-06-23 14:16:50,payment-api,/transfer,eu-west-1,58,209,530,3,6584.37,,Normal,Success,17,5,0,CUST-100483,DEV-WIN-84725,4.8237
