timestamp,service,endpoint,region,latency_ms,cpu_usage,memory_usage,queue_lag,amount,error_code,severity,status,error_count,anomaly_probability_%,is_anomaly,client_id,machine_id
2026-07-10T14:36:33,trading-engine,/payment,eu-west-1,133ms,78m,536MiB,24ms,2648.91,ERR-000,Normal,Success,18,6,0,CUST-100483,DEV-LIN-11235
2026-07-10T14:36:33,notification-service,/transfer,us-east-1,171ms,132m,448MiB,31ms,0.0,ERR-302,Low,Failure,8,26,1,CUST-100483,DEV-WIN-84725
2026-07-10T14:36:43,investment-engine,/withdrawal,us-east-1,330ms,190m,640MiB,4ms,5659.36,ERR-206,Low,Failure,15,22,1,CUST-123456,DEV-LIN-11235
2026-07-10T14:36:43,notification-service,/login,eu-west-1,130ms,171m,625MiB,37ms,0.0,ERR-000,Normal,Success,20,14,0,CUST-112349,DEV-WIN-99325
2026-07-10T14:36:43,fraud-detection,/transfer,us-east-1,379ms,85m,222MiB,49ms,0.0,ERR-305,Low,Failure,14,24,1,CUST-109482,DEV-WIN-99325
2026-07-10T14:36:43,trading-engine,/transfer,us-west-2,18ms,105m,369MiB,27ms,5551.43,ERR-302,High,Failure,17,87,1,CUST-123456,DEV-MAC-0149A5
2026-07-10T14:36:43,auth-service,/logout,ap-southeast-1,47ms,20m,47MiB,4ms,0.0,ERR-210,Low,Failure,17,30,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:36:53,notification-service,/transfer,us-west-2,25ms,119m,523MiB,49ms,0.0,ERR-904,Low,Failure,17,33,1,CUST-100483,DEV-WIN-84725
2026-07-10T14:36:53,trading-engine,/payment,us-west-2,375ms,156m,484MiB,35ms,8858.76,ERR-102,Low,Failure,7,33,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:36:53,investment-engine,/recommendation,us-west-2,148ms,203m,565MiB,48ms,9766.12,ERR-000,Normal,Success,7,6,0,CUST-134098,DEV-MAC-75825
2026-07-10T14:36:53,payment-api,/withdrawal,eu-west-1,215ms,100m,77MiB,18ms,1497.47,ERR-901,Critical,Failure,15,96,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:36:53,portfolio-service,/performance,eu-west-1,51ms,112m,509MiB,31ms,14857.97,ERR-108,Medium,Failure,7,72,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:37:03,portfolio-service,/portfolio,us-west-2,77ms,143m,214MiB,21ms,14640.01,ERR-705,High,Failure,7,80,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:37:03,fraud-detection,/kyc,us-west-2,325ms,108m,679MiB,46ms,0.0,ERR-205,Low,Failure,3,32,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:37:03,payment-api,/payment,us-east-1,260ms,174m,586MiB,41ms,780.45,ERR-000,Normal,Success,1,6,0,CUST-109482,DEV-WIN-84725
2026-07-10T14:37:03,ledger-service,/balance_check,ap-southeast-1,28ms,19m,42MiB,5ms,0.0,ERR-702,Low,Failure,3,31,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:37:03,auth-service,/logout,us-east-1,50ms,20m,46MiB,5ms,0.0,ERR-306,Low,Failure,14,25,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:37:13,portfolio-service,/trade,ap-southeast-1,99ms,217m,298MiB,10ms,13503.99,ERR-103,Low,Failure,3,40,1,CUST-100483,DEV-WIN-99325
2026-07-10T14:37:13,payment-api,/deposit,us-east-1,243ms,40m,94MiB,40ms,2530.37,ERR-000,Healthy,Success,14,3,0,CUST-123456,DEV-WIN-99325
2026-07-10T14:37:13,fraud-detection,/kyc,eu-west-1,36ms,111m,797MiB,6ms,0.0,ERR-108,Medium,Failure,10,68,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:37:13,ledger-service,/balance_check,eu-west-1,28ms,20m,48MiB,5ms,0.0,ERR-702,Low,Failure,4,20,1,CUST-112349,DEV-WIN-84725
2026-07-10T14:37:13,trading-engine,/transfer,eu-west-1,265ms,126m,748MiB,23ms,8578.98,ERR-303,Critical,Failure,19,93,1,CUST-100483,DEV-MAC-75825
2026-07-10T14:37:23,trading-engine,/payment,ap-southeast-1,181ms,194m,748MiB,6ms,175.34,ERR-000,Normal,Success,13,9,0,CUST-134098,DEV-MAC-0149A5
2026-07-10T14:37:23,auth-service,/kyc,us-west-2,76ms,30m,69MiB,4ms,0.0,ERR-903,Low,Failure,19,31,1,CUST-109482,DEV-WIN-99325
2026-07-10T14:37:23,payment-api,/deposit,ap-southeast-1,369ms,227m,270MiB,31ms,3932.07,ERR-205,Medium,Failure,3,77,1,CUST-100483,DEV-MAC-75825
2026-07-10T14:37:23,notification-service,/login,us-east-1,26ms,117m,364MiB,31ms,0.0,ERR-202,Medium,Failure,20,62,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:37:23,fraud-detection,/payment,us-east-1,155ms,100m,100MiB,11ms,0.0,ERR-109,High,Failure,14,86,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:37:33,trading-engine,/transfer,ap-southeast-1,246ms,61m,527MiB,42ms,1881.11,ERR-705,Medium,Failure,2,77,1,CUST-109482,DEV-WIN-84725
2026-07-10T14:37:33,portfolio-service,/trade,eu-west-1,296ms,168m,214MiB,47ms,5945.14,ERR-302,Low,Failure,1,23,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:37:33,ledger-service,/balance_check,eu-west-1,30ms,18m,46MiB,5ms,0.0,ERR-110,Low,Failure,1,22,1,CUST-112349,DEV-MAC-0149A5
2026-07-10T14:37:33,notification-service,/login,us-west-2,81ms,154m,698MiB,20ms,0.0,ERR-108,Low,Failure,20,23,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:37:33,payment-api,/transfer,us-east-1,164ms,87m,65MiB,15ms,4295.91,ERR-903,High,Failure,4,89,1,CUST-134098,DEV-MAC-75825
2026-07-10T14:37:43,investment-engine,/portfolio,ap-southeast-1,197ms,82m,80MiB,24ms,5805.97,ERR-905,Low,Failure,19,28,1,CUST-134098,DEV-MAC-0149A5
2026-07-10T14:37:43,ledger-service,/balance_check,eu-west-1,33ms,21m,50MiB,5ms,0.0,ERR-206,High,Failure,8,88,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:37:43,notification-service,/payment,us-east-1,242ms,213m,624MiB,35ms,0.0,ERR-104,Low,Failure,5,23,1,CUST-100483,DEV-WIN-99325
2026-07-10T14:37:43,payment-api,/deposit,ap-southeast-1,347ms,83m,544MiB,16ms,554.68,ERR-703,Low,Failure,3,33,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:37:43,trading-engine,/trade,us-east-1,142ms,68m,59MiB,2ms,8285.3,ERR-702,Low,Failure,3,38,1,CUST-112349,DEV-WIN-84725
2026-07-10T14:37:53,investment-engine,/recommendation,us-east-1,206ms,102m,260MiB,11ms,10774.61,ERR-000,Normal,Success,19,6,0,CUST-134098,DEV-WIN-99325
2026-07-10T14:37:53,fraud-detection,/transfer,us-east-1,45ms,29m,70MiB,26ms,0.0,ERR-103,Medium,Failure,13,77,1,CUST-134098,DEV-WIN-84725
2026-07-10T14:37:53,payment-api,/payment,eu-west-1,160ms,111m,242MiB,7ms,6013.8,ERR-207,High,Failure,7,90,1,CUST-109482,DEV-WIN-84725
2026-07-10T14:37:53,ledger-service,/balance_check,eu-west-1,20ms,3m,1MiB,1ms,0.0,ERR-000,Healthy,Success,19,3,0,CUST-123456,DEV-LIN-11235
2026-07-10T14:37:53,trading-engine,/payment,us-east-1,316ms,101m,661MiB,29ms,873.05,ERR-104,Low,Failure,1,40,1,CUST-112349,DEV-LIN-11235
2026-07-10T14:38:03,notification-service,/payment,us-west-2,288ms,227m,633MiB,21ms,0.0,ERR-306,Low,Failure,16,37,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:38:03,investment-engine,/recommendation,us-west-2,65ms,209m,768MiB,44ms,11472.33,ERR-210,Low,Failure,10,36,1,CUST-100483,DEV-MAC-0149A5
2026-07-10T14:38:03,portfolio-service,/trade,us-west-2,239ms,181m,766MiB,2ms,11983.69,ERR-000,Healthy,Success,6,2,0,CUST-112349,DEV-WIN-99325
2026-07-10T14:38:03,payment-api,/payment,eu-west-1,88ms,114m,391MiB,23ms,5183.93,ERR-000,Healthy,Success,14,3,0,CUST-109482,DEV-LIN-11235
2026-07-10T14:38:03,ledger-service,/balance_check,eu-west-1,30ms,20m,50MiB,4ms,0.0,ERR-210,Low,Failure,17,38,1,CUST-100483,DEV-MAC-0149A5
2026-07-10T14:38:13,ledger-service,/balance_check,ap-southeast-1,5ms,8m,34MiB,2ms,0.0,ERR-000,Healthy,Success,12,1,0,CUST-123456,DEV-LIN-11235
2026-07-10T14:38:13,payment-api,/payment,us-west-2,359ms,185m,698MiB,45ms,2778.53,ERR-207,High,Failure,14,87,1,CUST-134098,DEV-WIN-99325
2026-07-10T14:38:13,auth-service,/login,ap-southeast-1,42ms,16m,45MiB,5ms,0.0,ERR-110,Low,Failure,6,21,1,CUST-112349,DEV-LIN-11235
2026-07-10T14:38:13,fraud-detection,/transfer,ap-southeast-1,294ms,247m,253MiB,16ms,0.0,ERR-107,Low,Failure,18,39,1,CUST-112349,DEV-WIN-99325
2026-07-10T14:38:13,notification-service,/payment,ap-southeast-1,163ms,64m,457MiB,4ms,0.0,ERR-902,Medium,Failure,11,61,1,CUST-112349,DEV-MAC-75825
2026-07-10T14:38:23,auth-service,/logout,us-west-2,41ms,20m,46MiB,4ms,0.0,ERR-209,Low,Failure,17,28,1,CUST-112349,DEV-WIN-84725
2026-07-10T14:38:23,portfolio-service,/trade,us-east-1,216ms,199m,123MiB,20ms,10264.97,ERR-000,Healthy,Success,6,5,0,CUST-123456,DEV-WIN-84725
2026-07-10T14:38:23,notification-service,/payment,ap-southeast-1,281ms,237m,694MiB,45ms,0.0,ERR-101,Medium,Failure,1,62,1,CUST-112349,DEV-WIN-99325
2026-07-10T14:38:23,fraud-detection,/payment,us-east-1,147ms,86m,95MiB,10ms,0.0,ERR-308,Low,Failure,1,28,1,CUST-123456,DEV-WIN-84725
2026-07-10T14:38:23,payment-api,/deposit,us-east-1,107ms,51m,711MiB,1ms,1764.43,ERR-110,Low,Failure,8,23,1,CUST-112349,DEV-MAC-75825
2026-07-10T14:38:33,payment-api,/transfer,eu-west-1,190ms,89m,65MiB,15ms,6812.72,ERR-903,High,Failure,12,80,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:38:33,notification-service,/payment,eu-west-1,361ms,167m,97MiB,1ms,0.0,ERR-000,Healthy,Success,18,5,0,CUST-123456,DEV-WIN-99325
2026-07-10T14:38:33,portfolio-service,/trade,us-east-1,379ms,225m,483MiB,5ms,7550.15,ERR-901,Medium,Failure,11,70,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:38:33,investment-engine,/portfolio,us-west-2,160ms,89m,84MiB,26ms,11523.22,ERR-207,Low,Failure,7,23,1,CUST-100483,DEV-LIN-11235
2026-07-10T14:38:33,auth-service,/logout,eu-west-1,44ms,16m,40MiB,5ms,0.0,ERR-301,Low,Failure,16,36,1,CUST-109482,DEV-MAC-75825
2026-07-10T14:38:43,ledger-service,/balance_check,us-west-2,36ms,24m,53MiB,5ms,0.0,ERR-903,High,Failure,11,85,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:38:43,investment-engine,/recommendation,eu-west-1,196ms,111m,663MiB,34ms,13716.64,ERR-000,Normal,Success,14,15,0,CUST-109482,DEV-MAC-75825
2026-07-10T14:38:43,trading-engine,/trade,us-east-1,177ms,89m,60MiB,2ms,6585.07,ERR-204,High,Failure,7,81,1,CUST-109482,DEV-WIN-84725
2026-07-10T14:38:43,auth-service,/login,us-west-2,46ms,18m,40MiB,4ms,0.0,ERR-107,Low,Failure,8,25,1,CUST-100483,DEV-WIN-84725
2026-07-10T14:38:43,portfolio-service,/portfolio,us-east-1,47ms,20m,232MiB,37ms,7427.95,ERR-000,Normal,Success,11,9,0,CUST-112349,DEV-WIN-84725
2026-07-10T14:38:53,portfolio-service,/portfolio,us-east-1,399ms,65m,275MiB,29ms,8821.85,ERR-108,Low,Failure,9,28,1,CUST-100483,DEV-WIN-84725
2026-07-10T14:38:53,ledger-service,/balance_check,us-east-1,29ms,19m,45MiB,5ms,0.0,ERR-703,Low,Failure,7,22,1,CUST-100483,DEV-LIN-11235
2026-07-10T14:38:53,trading-engine,/payment,us-east-1,270ms,30m,119MiB,6ms,4662.66,ERR-705,Low,Failure,16,29,1,CUST-112349,DEV-WIN-99325
2026-07-10T14:38:53,auth-service,/login,eu-west-1,47ms,19m,48MiB,4ms,0.0,ERR-208,Low,Failure,11,37,1,CUST-100483,DEV-WIN-99325
2026-07-10T14:38:53,notification-service,/transfer,us-west-2,198ms,127m,91MiB,38ms,0.0,ERR-105,Low,Failure,13,34,1,CUST-123456,DEV-WIN-84725
2026-07-10T14:39:03,portfolio-service,/performance,eu-west-1,319ms,111m,189MiB,17ms,8803.18,ERR-000,Normal,Success,5,14,0,CUST-100483,DEV-WIN-99325
2026-07-10T14:39:03,investment-engine,/recommendation,us-east-1,365ms,92m,384MiB,47ms,13274.84,ERR-000,Healthy,Success,16,4,0,CUST-123456,DEV-WIN-99325
2026-07-10T14:39:03,trading-engine,/trade,ap-southeast-1,140ms,76m,54MiB,1ms,5306.98,ERR-902,Low,Failure,3,21,1,CUST-134098,DEV-MAC-0149A5
2026-07-10T14:39:03,notification-service,/transfer,eu-west-1,13ms,173m,387MiB,2ms,0.0,ERR-000,Healthy,Success,9,3,0,CUST-134098,DEV-MAC-75825
2026-07-10T14:39:03,fraud-detection,/kyc,ap-southeast-1,84ms,132m,517MiB,49ms,0.0,ERR-000,Normal,Success,5,8,0,CUST-123456,DEV-MAC-75825
2026-07-10T14:39:13,trading-engine,/trade,eu-west-1,143ms,77m,54MiB,1ms,9182.5,ERR-207,Low,Failure,2,36,1,CUST-109482,DEV-WIN-84725
2026-07-10T14:39:13,notification-service,/login,eu-west-1,330ms,150m,493MiB,7ms,0.0,ERR-203,Medium,Failure,19,80,1,CUST-112349,DEV-MAC-0149A5
2026-07-10T14:39:13,ledger-service,/balance_check,ap-southeast-1,24ms,17m,50MiB,5ms,0.0,ERR-903,Low,Failure,1,37,1,CUST-109482,DEV-MAC-75825
2026-07-10T14:39:13,auth-service,/kyc,eu-west-1,16ms,6m,36MiB,1ms,0.0,ERR-000,Healthy,Success,17,0,0,CUST-109482,DEV-WIN-99325
2026-07-10T14:39:13,payment-api,/payment,us-west-2,32ms,17m,488MiB,47ms,4461.72,ERR-000,Normal,Success,8,12,0,CUST-134098,DEV-WIN-84725
2026-07-10T14:39:23,investment-engine,/recommendation,eu-west-1,21ms,148m,166MiB,14ms,7296.48,ERR-307,Low,Failure,8,39,1,CUST-112349,DEV-WIN-99325
2026-07-10T14:39:23,payment-api,/deposit,us-east-1,173ms,183m,581MiB,49ms,2172.39,ERR-304,Medium,Failure,18,69,1,CUST-112349,DEV-LIN-11235
2026-07-10T14:39:23,ledger-service,/balance_check,eu-west-1,30ms,24m,59MiB,5ms,0.0,ERR-903,High,Failure,14,87,1,CUST-134098,DEV-WIN-84725
2026-07-10T14:39:23,notification-service,/payment,us-west-2,221ms,11m,550MiB,24ms,0.0,ERR-108,Low,Failure,15,40,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:39:23,portfolio-service,/portfolio,ap-southeast-1,49ms,184m,694MiB,29ms,7722.08,ERR-305,Medium,Failure,9,67,1,CUST-134098,DEV-MAC-75825
2026-07-10T14:39:33,trading-engine,/payment,eu-west-1,180ms,206m,230MiB,17ms,2618.93,ERR-307,Medium,Failure,18,71,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:39:33,portfolio-service,/portfolio,eu-west-1,177ms,238m,331MiB,33ms,6754.26,ERR-000,Healthy,Success,20,0,0,CUST-109482,DEV-WIN-84725
2026-07-10T14:39:33,ledger-service,/balance_check,us-west-2,28ms,18m,47MiB,5ms,0.0,ERR-701,Low,Failure,6,30,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:39:33,fraud-detection,/kyc,us-west-2,51ms,213m,564MiB,34ms,0.0,ERR-301,Medium,Failure,17,80,1,CUST-123456,DEV-MAC-0149A5
2026-07-10T14:39:33,payment-api,/deposit,ap-southeast-1,344ms,250m,763MiB,49ms,2811.73,ERR-305,Low,Failure,19,31,1,CUST-100483,DEV-WIN-84725
2026-07-10T14:39:43,trading-engine,/payment,us-east-1,335ms,167m,727MiB,22ms,7906.57,ERR-308,Low,Failure,6,26,1,CUST-134098,DEV-WIN-99325
2026-07-10T14:39:43,fraud-detection,/transfer,us-east-1,108ms,116m,242MiB,14ms,0.0,ERR-102,Low,Failure,19,20,1,CUST-112349,DEV-MAC-75825
2026-07-10T14:39:43,notification-service,/login,ap-southeast-1,180ms,84m,280MiB,8ms,0.0,ERR-000,Normal,Success,13,6,0,CUST-112349,DEV-WIN-84725
2026-07-10T14:39:43,auth-service,/logout,ap-southeast-1,47ms,18m,48MiB,4ms,0.0,ERR-310,Low,Failure,16,27,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:39:43,portfolio-service,/performance,ap-southeast-1,295ms,114m,387MiB,40ms,10608.81,ERR-203,Medium,Failure,15,73,1,CUST-109482,DEV-WIN-99325
2026-07-10T14:39:53,fraud-detection,/kyc,us-east-1,261ms,47m,59MiB,19ms,0.0,ERR-306,Low,Failure,20,32,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:39:53,payment-api,/transfer,ap-southeast-1,151ms,73m,55MiB,13ms,6355.76,ERR-109,Low,Failure,3,34,1,CUST-112349,DEV-WIN-84725
2026-07-10T14:39:53,ledger-service,/balance_check,us-west-2,28ms,20m,49MiB,5ms,0.0,ERR-108,Low,Failure,20,37,1,CUST-112349,DEV-WIN-99325
2026-07-10T14:39:53,trading-engine,/trade,us-west-2,125ms,69m,53MiB,1ms,4897.62,ERR-000,Normal,Success,2,5,0,CUST-134098,DEV-LIN-11235
2026-07-10T14:39:53,portfolio-service,/performance,us-west-2,203ms,134m,458MiB,4ms,11145.15,ERR-306,Low,Failure,16,33,1,CUST-109482,DEV-MAC-75825
2026-07-10T14:40:03,investment-engine,/recommendation,ap-southeast-1,145ms,151m,496MiB,6ms,5140.85,ERR-208,Low,Failure,20,23,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:40:03,notification-service,/login,eu-west-1,400ms,193m,368MiB,45ms,0.0,ERR-701,Low,Failure,2,21,1,CUST-100483,DEV-LIN-11235
2026-07-10T14:40:03,ledger-service,/balance_check,eu-west-1,34ms,20m,51MiB,5ms,0.0,ERR-303,High,Failure,20,81,1,CUST-112349,DEV-WIN-99325
2026-07-10T14:40:03,portfolio-service,/trade,us-west-2,99ms,100m,715MiB,49ms,9572.11,ERR-201,Low,Failure,5,20,1,CUST-100483,DEV-LIN-11235
2026-07-10T14:40:03,auth-service,/kyc,eu-west-1,74ms,30m,70MiB,5ms,0.0,ERR-309,Low,Failure,1,27,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:40:13,portfolio-service,/portfolio,us-west-2,352ms,148m,649MiB,14ms,12027.34,ERR-306,Medium,Failure,14,77,1,CUST-112349,DEV-MAC-75825
2026-07-10T14:40:13,auth-service,/login,eu-west-1,45ms,18m,46MiB,4ms,0.0,ERR-704,Low,Failure,5,20,1,CUST-123456,DEV-MAC-75825
2026-07-10T14:40:13,trading-engine,/trade,ap-southeast-1,125ms,65m,58MiB,2ms,8135.01,ERR-704,Low,Failure,13,27,1,CUST-109482,DEV-WIN-84725
2026-07-10T14:40:13,fraud-detection,/kyc,us-west-2,352ms,75m,729MiB,50ms,0.0,ERR-108,Low,Failure,3,34,1,CUST-123456,DEV-WIN-99325
2026-07-10T14:40:13,investment-engine,/withdrawal,us-west-2,209ms,132m,725MiB,24ms,7963.84,ERR-902,Low,Failure,2,37,1,CUST-134098,DEV-WIN-84725
2026-07-10T14:40:23,auth-service,/logout,us-east-1,45ms,19m,47MiB,5ms,0.0,ERR-310,Low,Failure,11,39,1,CUST-100483,DEV-MAC-0149A5
2026-07-10T14:40:23,investment-engine,/trade,us-east-1,271ms,108m,626MiB,7ms,13462.2,ERR-206,Low,Failure,4,34,1,CUST-134098,DEV-WIN-99325
2026-07-10T14:40:23,trading-engine,/trade,eu-west-1,166ms,86m,71MiB,2ms,1548.52,ERR-903,High,Failure,15,86,1,CUST-134098,DEV-WIN-99325
2026-07-10T14:40:23,payment-api,/transfer,us-east-1,158ms,80m,54MiB,15ms,2975.85,ERR-105,Low,Failure,11,29,1,CUST-112349,DEV-MAC-0149A5
2026-07-10T14:40:23,portfolio-service,/portfolio,us-east-1,229ms,62m,240MiB,16ms,7623.01,ERR-000,Normal,Success,3,7,0,CUST-112349,DEV-LIN-11235
2026-07-10T14:40:33,fraud-detection,/transfer,us-east-1,134ms,36m,443MiB,38ms,0.0,ERR-309,Low,Failure,14,35,1,CUST-134098,DEV-WIN-84725
2026-07-10T14:40:33,notification-service,/transfer,us-east-1,205ms,141m,712MiB,40ms,0.0,ERR-000,Healthy,Success,18,4,0,CUST-123456,DEV-MAC-75825
2026-07-10T14:40:33,trading-engine,/trade,eu-west-1,163ms,81m,64MiB,2ms,6397.39,ERR-903,High,Failure,17,90,1,CUST-100483,DEV-MAC-0149A5
2026-07-10T14:40:33,investment-engine,/trade,ap-southeast-1,272ms,176m,221MiB,40ms,5319.07,ERR-209,Medium,Failure,6,69,1,CUST-109482,DEV-LIN-11235
2026-07-10T14:40:33,auth-service,/logout,ap-southeast-1,51ms,20m,50MiB,5ms,0.0,ERR-304,Medium,Failure,13,71,1,CUST-134098,DEV-LIN-11235
2026-07-10T14:40:43,auth-service,/logout,ap-southeast-1,47ms,20m,50MiB,4ms,0.0,ERR-201,Low,Failure,2,36,1,CUST-100483,DEV-MAC-0149A5
2026-07-10T14:40:43,portfolio-service,/portfolio,eu-west-1,130ms,44m,703MiB,31ms,14568.32,ERR-901,Medium,Failure,3,75,1,CUST-134098,DEV-WIN-99325
2026-07-10T14:40:43,ledger-service,/balance_check,ap-southeast-1,29ms,20m,48MiB,4ms,0.0,ERR-209,Low,Failure,20,35,1,CUST-100483,DEV-WIN-99325
2026-07-10T14:40:43,fraud-detection,/kyc,us-west-2,387ms,67m,725MiB,37ms,0.0,ERR-105,Low,Failure,13,25,1,CUST-109482,DEV-MAC-0149A5
2026-07-10T14:40:43,payment-api,/payment,us-east-1,274ms,22m,569MiB,21ms,8843.35,ERR-000,Healthy,Success,13,0,0,CUST-134098,DEV-WIN-99325
2026-07-10T14:40:53,investment-engine,/withdrawal,eu-west-1,240ms,119m,640MiB,22ms,7617.29,ERR-000,Healthy,Success,8,1,0,CUST-100483,DEV-WIN-99325
