timestamp,service,endpoint,region,latency_ms,cpu_usage,memory_usage,queue_lag,status,error_code,severity,error_count,is_anomaly
2026-01-01T00:24:30,fraud-detection,/transfer,USA,185,54.28,70.59,3,success,,low,0,0
2026-01-01T00:25:00,fraud-detection,/kyc,Germany,208,42.42,49.14,3,success,,low,0,0
2026-01-01T00:25:30,auth-service,/login,UAE,107,65.71,54.48,4,success,,low,0,0
2026-01-01T00:26:00,notification-service,/payment,UAE,48,61.07,71.68,3,success,,low,0,0
2026-01-01T00:26:30,payment-api,/withdrawal,UAE,109,56.93,74.82,2,success,,low,0,0
2026-01-01T00:27:00,trading-engine,/trade,Germany,76,53.15,65.6,3,success,,low,0,0
2026-01-01T00:27:30,payment-api,/withdrawal,Singapore,147,46.42,36.61,3,success,,low,0,0
2026-01-01T00:28:00,portfolio-service,/trade,UAE,132,60.04,55.87,4,success,,low,0,0
2026-01-01T00:28:30,payment-api,/payment,India,141,46.65,52.84,5,success,,low,0,0
2026-01-01T00:29:00,payment-api,/withdrawal,USA,144,58.18,65.16,10,success,,low,0,0
2026-01-01T00:29:30,investment-engine,/portfolio,Germany,102,65.12,72.76,4,success,,low,0,0
2026-01-01T00:30:00,notification-service,/login,Singapore,65,65.67,64.01,4,success,,low,0,0
2026-01-01T00:30:30,portfolio-service,/trade,UAE,122,45.5,52.63,6,success,,low,0,0
2026-01-01T00:31:00,fraud-detection,/transfer,UAE,203,61.63,69.01,11,success,,low,0,0
2026-01-01T00:31:30,trading-engine,/trade,Germany,120,74.73,55.68,2,success,,low,0,0
2026-01-01T00:32:00,trading-engine,/payment,USA,101,64.34,70.3,6,success,,low,0,0
2026-01-01T00:32:30,notification-service,/payment,India,96,63.85,54.76,2,success,,low,0,0
2026-01-01T00:33:00,payment-api,/withdrawal,UAE,149,56.82,72.08,9,success,,low,0,0
2026-01-01T00:33:30,auth-service,/kyc,Singapore,76,49.18,65.04,6,success,,low,0,0
2026-01-01T00:34:00,notification-service,/login,Singapore,85,42.64,62.78,4,success,,low,0,0
2026-01-01T00:34:30,investment-engine,/portfolio,USA,125,52.04,67.77,6,success,,low,0,0
2026-01-01T00:35:00,payment-api,/transfer,Germany,151,66.14,53.89,8,success,,low,0,0
2026-01-01T00:35:30,payment-api,/payment,India,142,61.89,80.08,3,success,,low,0,0
2026-01-01T00:36:00,fraud-detection,/payment,USA,232,46.25,55.59,4,success,,low,0,0
2026-01-01T00:36:30,portfolio-service,/trade,USA,125,52.93,53.09,9,success,,low,0,0
2026-01-01T00:37:00,notification-service,/payment,India,67,40.08,46.22,7,success,,low,0,0
2026-01-01T00:37:30,investment-engine,/withdrawal,India,142,46.44,58.53,3,success,,low,0,0
2026-01-01T00:38:00,notification-service,/payment,UAE,86,49.78,71.46,5,success,,low,0,0
2026-01-01T00:38:30,notification-service,/transfer,USA,55,47.34,60.24,5,success,,low,0,0
2026-01-01T00:39:00,payment-api,/transfer,Germany,152,53.73,57.03,2,success,,low,0,0
2026-01-01T00:39:30,portfolio-service,/trade,Singapore,105,54.21,66.29,4,success,,low,0,0
2026-01-01T00:40:00,fraud-detection,/transfer,Singapore,201,55.99,63.25,1,success,,low,0,0
2026-01-01T00:40:30,investment-engine,/trade,India,151,61.34,59.17,4,success,,low,0,0
2026-01-01T00:41:00,portfolio-service,/portfolio,India,106,49.32,70.57,5,success,,low,0,0
2026-01-01T00:41:30,investment-engine,/portfolio,Singapore,92,44.34,56.71,5,success,,low,0,0
2026-01-01T00:42:00,payment-api,/withdrawal,Singapore,128,66.08,63.56,5,success,,low,0,0
2026-01-01T00:42:30,portfolio-service,/trade,USA,158,59.84,80.57,4,success,,low,0,0
2026-01-01T00:43:00,notification-service,/transfer,Germany,81,62.36,44.56,2,success,,low,0,0
2026-01-01T00:43:30,investment-engine,/withdrawal,UAE,123,60.14,45.78,7,success,,low,0,0
2026-01-01T00:44:00,portfolio-service,/trade,Singapore,125,70.11,63.29,6,success,,low,0,0
2026-01-01T00:44:30,payment-api,/payment,Singapore,160,56.92,53.79,3,success,,low,0,0
2026-01-01T00:45:00,payment-api,/transfer,Singapore,145,39.33,56.36,3,success,,low,0,0
2026-01-01T00:45:30,investment-engine,/withdrawal,Germany,122,73.77,66.45,6,success,,low,0,0
2026-01-01T00:46:00,auth-service,/login,India,87,76.68,68.64,2,success,,low,0,0
2026-01-01T00:46:30,payment-api,/withdrawal,India,155,54.97,51.43,7,success,,low,0,0
2026-01-01T00:47:00,auth-service,/kyc,Singapore,98,51.58,74.61,8,success,,low,0,0
2026-01-01T00:47:30,investment-engine,/withdrawal,UAE,130,51.48,48.88,5,success,,low,0,0
2026-01-01T00:48:00,payment-api,/payment,Germany,147,48.32,59.25,4,success,,low,0,0
2026-01-01T00:48:30,trading-engine,/transfer,UAE,86,64.89,67.54,7,success,,low,0,0
2026-01-01T00:49:00,investment-engine,/withdrawal,Singapore,138,61.72,56.82,4,success,,low,0,0
2026-01-01T00:49:30,auth-service,/login,UAE,101,60.47,75.02,2,success,,low,0,0
2026-01-01T00:50:00,portfolio-service,/trade,Singapore,118,54.96,71.6,5,success,,low,0,0
2026-01-01T00:50:30,payment-api,/transfer,Singapore,134,59.1,57.71,4,success,,low,0,0
2026-01-01T00:51:00,payment-api,/withdrawal,USA,154,53.96,70.19,2,success,,low,0,0
2026-01-01T00:51:30,trading-engine,/payment,Germany,100,56.46,48.76,4,success,,low,0,0
2026-01-01T00:52:00,portfolio-service,/portfolio,USA,139,58.35,67.72,4,success,,low,0,0
2026-01-01T00:52:30,notification-service,/payment,USA,66,52.31,67.4,6,success,,low,0,0
2026-01-01T00:53:00,auth-service,/login,USA,51,52.01,73.63,2,success,,low,0,0
2026-01-01T00:53:30,trading-engine,/trade,India,126,47.44,56.45,10,success,,low,0,0
2026-01-01T00:54:00,trading-engine,/transfer,Singapore,96,45.52,61.15,4,success,,low,0,0
2026-01-01T00:54:30,trading-engine,/payment,Germany,125,49.9,59.77,5,success,,low,0,0
2026-01-01T00:55:00,portfolio-service,/trade,Singapore,110,61.68,73.56,1,success,,low,0,0
2026-01-01T00:55:30,trading-engine,/payment,Singapore,113,62.79,58.36,2,success,,low,0,0
2026-01-01T00:56:00,payment-api,/withdrawal,UAE,148,41.86,67.03,0,success,,low,0,0
2026-01-01T00:56:30,notification-service,/login,Singapore,75,71.86,50.89,4,success,,low,0,0
2026-01-01T00:57:00,auth-service,/login,UAE,91,58.18,65.48,4,success,,low,0,0
2026-01-01T00:57:30,trading-engine,/payment,USA,107,65.37,53.72,4,success,,low,0,0
2026-01-01T00:58:00,payment-api,/withdrawal,Singapore,148,58.52,54.53,5,success,,low,0,0
2026-01-01T00:58:30,trading-engine,/transfer,USA,95,54.56,54.79,1,success,,low,0,0
2026-01-01T00:59:00,investment-engine,/withdrawal,Singapore,108,53.11,47.89,4,success,,low,0,0
2026-01-01T00:59:30,fraud-detection,/transfer,Singapore,236,46.52,63.99,6,success,,low,0,0
2026-01-01T01:00:00,portfolio-service,/portfolio,Germany,111,73.55,68.62,5,success,,low,0,0
2026-01-01T01:00:30,portfolio-service,/trade,Germany,119,47.01,47.18,6,success,,low,0,0
2026-01-01T01:01:00,payment-api,/payment,UAE,147,68.37,85.89,4,success,,low,0,0
2026-01-01T01:01:30,investment-engine,/portfolio,USA,135,78.99,69.39,7,success,,low,0,0
2026-01-01T01:02:00,trading-engine,/payment,India,110,53.27,49.32,4,success,,low,0,0
2026-01-01T01:02:30,investment-engine,/trade,Germany,127,58.57,69.95,3,success,,low,0,0
2026-01-01T01:03:00,notification-service,/payment,Singapore,49,61.29,68.7,5,success,,low,0,0
2026-01-01T01:03:30,portfolio-service,/trade,UAE,132,52.26,66.84,10,success,,low,0,0
2026-01-01T01:04:00,notification-service,/payment,USA,96,50.41,66.13,6,success,,low,0,0
2026-01-01T01:04:30,notification-service,/transfer,Singapore,86,65.05,50.79,6,success,,low,0,0
2026-01-01T01:05:00,notification-service,/payment,Germany,63,58.85,53.53,4,success,,low,0,0
2026-01-01T01:05:30,notification-service,/transfer,India,39,52.12,77.55,4,success,,low,0,0
2026-01-01T01:06:00,payment-api,/transfer,Singapore,141,55.21,54.51,4,success,,low,0,0
2026-01-01T01:06:30,investment-engine,/withdrawal,USA,141,59.38,57.19,5,success,,low,0,0
2026-01-01T01:07:00,payment-api,/payment,UAE,142,45.57,62.75,3,success,,low,0,0
2026-01-01T01:07:30,auth-service,/login,USA,101,52.9,56.86,6,success,,low,0,0
2026-01-01T01:08:00,auth-service,/kyc,India,89,52.02,57.48,7,success,,low,0,0
2026-01-01T01:08:30,notification-service,/transfer,Singapore,49,62.44,85.55,4,success,,low,0,0
2026-01-01T01:09:00,payment-api,/payment,UAE,182,40.84,53.73,0,success,,low,0,0
2026-01-01T01:09:30,auth-service,/login,USA,76,60.42,50.99,6,success,,low,0,0
2026-01-01T01:10:00,payment-api,/withdrawal,UAE,164,62.61,72.47,7,success,,low,0,0
2026-01-01T01:10:30,investment-engine,/withdrawal,USA,147,74.24,54.96,0,success,,low,0,0
2026-01-01T01:11:00,notification-service,/transfer,Singapore,72,45.81,63.19,3,success,,low,0,0
2026-01-01T01:11:30,investment-engine,/portfolio,UAE,130,32.45,45.71,8,success,,low,0,0
2026-01-01T01:12:00,portfolio-service,/portfolio,India,93,48.02,56.83,4,success,,low,0,0
2026-01-01T01:12:30,investment-engine,/portfolio,Singapore,144,55.84,52.54,6,success,,low,0,0
2026-01-01T01:13:00,trading-engine,/payment,India,102,67.28,49.95,4,success,,low,0,0
2026-01-01T01:13:30,trading-engine,/payment,Germany,114,54.98,62.47,1,success,,low,0,0
2026-01-01T01:14:00,fraud-detection,/payment,USA,225,54.32,36.56,4,success,,low,0,0
2026-01-01T01:14:30,payment-api,/transfer,USA,146,50.28,70.71,3,success,,low,0,0
2026-01-01T01:15:00,payment-api,/payment,Germany,139,59.86,66.87,5,success,,low,0,0
2026-01-01T01:15:30,notification-service,/payment,UAE,90,54.15,37.45,3,success,,low,0,0
2026-01-01T01:16:00,portfolio-service,/portfolio,UAE,87,59.28,66.92,1,success,,low,0,0
2026-01-01T01:16:30,fraud-detection,/transfer,Germany,193,55.21,61.87,5,success,,low,0,0
2026-01-01T01:17:00,investment-engine,/withdrawal,USA,172,49.1,61.94,7,success,,low,0,0
2026-01-01T01:17:30,payment-api,/transfer,Germany,141,48.74,65.92,6,success,,low,0,0
2026-01-01T01:18:00,trading-engine,/trade,USA,125,59.51,52.78,3,success,,low,0,0
2026-01-01T01:18:30,auth-service,/login,Singapore,77,61.61,63.62,4,success,,low,0,0
2026-01-01T01:19:00,portfolio-service,/trade,Germany,106,65.66,60.74,1,success,,low,0,0
2026-01-01T01:19:30,payment-api,/withdrawal,Germany,151,49.02,83.98,7,success,,low,0,0
2026-01-01T01:20:00,notification-service,/transfer,Singapore,65,51.29,50.78,7,success,,low,0,0
2026-01-01T01:20:30,auth-service,/kyc,Germany,90,58.6,51.61,6,success,,low,0,0
2026-01-01T01:21:00,fraud-detection,/transfer,Germany,203,58.44,48.6,7,success,,low,0,0
2026-01-01T01:21:30,auth-service,/login,Singapore,56,60.34,60.71,4,success,,low,0,0
2026-01-01T01:22:00,notification-service,/payment,Singapore,79,61.69,57.83,4,success,,low,0,0
2026-01-01T01:22:30,payment-api,/transfer,Germany,138,61.66,62.19,4,success,,low,0,0
2026-01-01T01:23:00,notification-service,/login,India,63,51.59,54.82,5,success,,low,0,0
2026-01-01T01:23:30,trading-engine,/payment,India,57,61.32,67.63,5,success,,low,0,0
2026-01-01T01:24:00,fraud-detection,/kyc,India,174,67.14,68.02,6,success,,low,0,0
2026-01-01T01:24:30,payment-api,/transfer,Singapore,158,54.3,69.31,4,success,,low,0,0
2026-01-01T01:25:00,investment-engine,/portfolio,India,140,52.58,81.02,2,success,,low,0,0
2026-01-01T01:25:30,portfolio-service,/trade,UAE,115,42.86,44.36,8,success,,low,0,0
2026-01-01T01:26:00,payment-api,/transfer,Germany,135,41.37,72.29,3,success,,low,0,0
2026-01-01T01:26:30,notification-service,/payment,India,81,70.11,47.1,1,success,,low,0,0
2026-01-01T01:27:00,fraud-detection,/transfer,Germany,160,41.19,58.66,4,success,,low,0,0
2026-01-01T01:27:30,trading-engine,/transfer,Germany,103,51.5,57.07,8,success,,low,0,0
2026-01-01T01:28:00,notification-service,/login,USA,95,57.25,65.72,3,success,,low,0,0
2026-01-01T01:28:30,notification-service,/login,Germany,76,63.92,56.1,1,success,,low,0,0
2026-01-01T01:29:00,notification-service,/payment,Germany,26,67.63,36.49,5,success,,low,0,0
2026-01-01T01:29:30,portfolio-service,/trade,USA,133,48.93,41.15,5,success,,low,0,0
2026-01-01T01:30:00,investment-engine,/trade,India,150,71.58,49.64,5,success,,low,0,0
2026-01-01T01:30:30,auth-service,/login,India,81,56.59,50.09,3,success,,low,0,0
2026-01-01T01:31:00,notification-service,/login,USA,78,52.17,51.38,4,success,,low,0,0
2026-01-01T01:31:30,payment-api,/transfer,India,133,54.76,72.08,2,success,,low,0,0
2026-01-01T01:32:00,notification-service,/login,USA,72,49.32,60.61,5,success,,low,0,0
2026-01-01T01:32:30,fraud-detection,/payment,Germany,216,59.92,70.35,4,success,,low,0,0
2026-01-01T01:33:00,payment-api,/payment,Germany,127,51.09,59.38,7,success,,low,0,0
2026-01-01T01:33:30,notification-service,/transfer,Singapore,79,62.0,65.21,4,success,,low,0,0
2026-01-01T01:34:00,auth-service,/kyc,USA,80,59.34,45.56,3,success,,low,0,0
2026-01-01T01:34:30,trading-engine,/trade,USA,91,47.11,79.71,4,success,,low,0,0
2026-01-01T01:35:00,notification-service,/transfer,India,73,46.13,75.72,3,success,,low,0,0
2026-01-01T01:35:30,notification-service,/login,USA,81,64.22,67.46,2,success,,low,0,0
2026-01-01T01:36:00,auth-service,/kyc,Singapore,61,48.87,71.01,5,success,,low,0,0
2026-01-01T01:36:30,auth-service,/login,Singapore,70,53.47,46.56,7,success,,low,0,0
2026-01-01T01:37:00,auth-service,/kyc,USA,80,49.4,73.99,5,success,,low,0,0
2026-01-01T01:37:30,portfolio-service,/trade,Singapore,126,46.52,47.3,5,success,,low,0,0
2026-01-01T01:38:00,auth-service,/login,India,76,72.55,65.08,4,success,,low,0,0
2026-01-01T01:38:30,portfolio-service,/portfolio,Singapore,129,56.57,32.71,6,success,,low,0,0
2026-01-01T01:39:00,payment-api,/transfer,UAE,146,50.41,54.33,3,success,,low,0,0
2026-01-01T01:39:30,trading-engine,/trade,USA,85,63.77,65.2,6,success,,low,0,0
2026-01-01T01:40:00,portfolio-service,/trade,Germany,119,48.12,57.39,4,success,,low,0,0
2026-01-01T01:40:30,auth-service,/kyc,Germany,57,63.42,69.14,6,success,,low,0,0
2026-01-01T01:41:00,auth-service,/login,Singapore,99,62.02,65.63,2,success,,low,0,0
2026-01-01T01:41:30,auth-service,/login,USA,102,63.39,51.53,5,success,,low,0,0
2026-01-01T01:42:00,trading-engine,/transfer,Germany,127,56.49,60.72,3,success,,low,0,0
2026-01-01T01:42:30,payment-api,/payment,UAE,160,57.46,50.37,7,success,,low,0,0
2026-01-01T01:43:00,investment-engine,/portfolio,Germany,111,67.65,51.42,4,success,,low,0,0
2026-01-01T01:43:30,auth-service,/login,India,111,56.5,52.62,3,success,,low,0,0
2026-01-01T01:44:00,investment-engine,/trade,India,145,56.79,53.11,6,success,,low,0,0
2026-01-01T01:44:30,notification-service,/transfer,UAE,79,59.81,46.64,5,success,,low,0,0
2026-01-01T01:45:00,trading-engine,/transfer,Singapore,82,55.16,49.03,2,success,,low,0,0
2026-01-01T01:45:30,portfolio-service,/trade,USA,116,48.33,51.91,9,success,,low,0,0
2026-01-01T01:46:00,payment-api,/withdrawal,Germany,165,40.1,57.67,3,success,,low,0,0
2026-01-01T01:46:30,auth-service,/kyc,USA,96,54.5,56.96,7,success,,low,0,0
2026-01-01T01:47:00,portfolio-service,/trade,UAE,85,49.41,66.37,9,success,,low,0,0
2026-01-01T01:47:30,auth-service,/login,Singapore,100,45.77,59.62,4,success,,low,0,0
2026-01-01T01:48:00,fraud-detection,/kyc,UAE,198,52.87,73.97,3,success,,low,0,0
2026-01-01T01:48:30,portfolio-service,/portfolio,Germany,125,62.59,60.6,3,success,,low,0,0
2026-01-01T01:49:00,notification-service,/login,USA,94,46.91,57.39,5,success,,low,0,0
2026-01-01T01:49:30,notification-service,/payment,UAE,84,43.45,60.35,4,success,,low,0,0
2026-01-01T01:50:00,auth-service,/kyc,USA,92,59.13,63.73,4,success,,low,0,0
2026-01-01T01:50:30,auth-service,/login,UAE,80,50.27,42.6,7,success,,low,0,0
2026-01-01T01:51:00,fraud-detection,/transfer,Singapore,213,64.5,74.08,7,success,,low,0,0
2026-01-01T01:51:30,portfolio-service,/portfolio,Singapore,102,54.43,47.74,3,success,,low,0,0
2026-01-01T01:52:00,investment-engine,/trade,USA,122,54.2,57.81,0,success,,low,0,0
2026-01-01T01:52:30,trading-engine,/transfer,USA,65,54.74,55.72,6,success,,low,0,0
2026-01-01T01:53:00,notification-service,/login,Singapore,97,47.32,45.19,3,success,,low,0,0
2026-01-01T01:53:30,auth-service,/login,UAE,70,46.77,42.17,4,success,,low,0,0
2026-01-01T01:54:00,investment-engine,/portfolio,India,160,54.42,44.79,5,success,,low,0,0
2026-01-01T01:54:30,notification-service,/login,UAE,48,51.22,57.79,2,success,,low,0,0
2026-01-01T01:55:00,auth-service,/kyc,UAE,76,50.6,70.77,6,success,,low,0,0
2026-01-01T01:55:30,notification-service,/login,USA,22,54.38,59.66,4,success,,low,0,0
2026-01-01T01:56:00,payment-api,/payment,India,163,47.21,58.49,2,success,,low,0,0
2026-01-01T01:56:30,investment-engine,/portfolio,Germany,130,39.76,49.17,5,success,,low,0,0
2026-01-01T01:57:00,payment-api,/transfer,Germany,145,53.61,67.98,6,success,,low,0,0
2026-01-01T01:57:30,auth-service,/kyc,USA,75,66.67,68.69,7,success,,low,0,0
2026-01-01T01:58:00,payment-api,/payment,India,167,56.47,46.27,6,success,,low,0,0
2026-01-01T01:58:30,investment-engine,/withdrawal,USA,159,62.56,66.45,3,success,,low,0,0
2026-01-01T01:59:00,auth-service,/kyc,India,82,30.69,47.13,3,success,,low,0,0
2026-01-01T01:59:30,payment-api,/withdrawal,India,147,53.22,67.41,4,success,,low,0,0
2026-01-01T02:00:00,fraud-detection,/transfer,USA,195,64.64,51.42,3,success,,low,0,0
2026-01-01T02:00:30,fraud-detection,/transfer,UAE,156,48.82,45.08,7,success,,low,0,0
2026-01-01T02:01:00,notification-service,/payment,Singapore,49,38.84,56.91,3,success,,low,0,0
2026-01-01T02:01:30,trading-engine,/trade,Germany,94,53.74,58.95,8,success,,low,0,0
2026-01-01T02:02:00,portfolio-service,/portfolio,Germany,165,50.29,55.53,5,success,,low,0,0
2026-01-01T02:02:30,notification-service,/payment,India,82,62.69,46.77,7,success,,low,0,0
2026-01-01T02:03:00,fraud-detection,/kyc,India,211,63.09,59.77,10,success,,low,0,0
2026-01-01T02:03:30,auth-service,/kyc,USA,84,67.72,52.46,3,success,,low,0,0
2026-01-01T02:04:00,notification-service,/payment,UAE,89,68.92,47.75,5,success,,low,0,0
2026-01-01T02:04:30,auth-service,/login,Germany,109,66.85,55.93,2,success,,low,0,0
2026-01-01T02:05:00,fraud-detection,/transfer,UAE,140,62.08,67.6,4,success,,low,0,0
2026-01-01T02:05:30,fraud-detection,/payment,UAE,200,62.32,53.51,6,success,,low,0,0
2026-01-01T02:06:00,auth-service,/kyc,Germany,69,57.86,67.31,10,success,,low,0,0
2026-01-01T02:06:30,auth-service,/login,Germany,43,55.23,71.84,0,success,,low,0,0
2026-01-01T02:07:00,investment-engine,/portfolio,UAE,147,49.9,54.74,4,success,,low,0,0
2026-01-01T02:07:30,notification-service,/login,UAE,60,74.09,63.58,4,success,,low,0,0
2026-01-01T02:08:00,payment-api,/transfer,UAE,140,48.82,72.59,2,success,,low,0,0
2026-01-01T02:08:30,portfolio-service,/portfolio,UAE,135,58.18,56.2,6,success,,low,0,0
2026-01-01T02:09:00,investment-engine,/trade,USA,124,36.7,41.79,4,success,,low,0,0
2026-01-01T02:09:30,trading-engine,/transfer,Singapore,96,52.73,56.3,3,success,,low,0,0
2026-01-01T02:10:00,payment-api,/withdrawal,India,174,57.73,60.84,6,success,,low,0,0
2026-01-01T02:10:30,investment-engine,/trade,UAE,74,51.13,46.92,3,success,,low,0,0
2026-01-01T02:11:00,notification-service,/transfer,USA,31,65.68,65.88,4,success,,low,0,0
2026-01-01T02:11:30,trading-engine,/transfer,Singapore,74,50.69,77.54,4,success,,low,0,0
2026-01-01T02:12:00,portfolio-service,/trade,UAE,100,54.86,57.69,2,success,,low,0,0
2026-01-01T02:12:30,fraud-detection,/kyc,Germany,229,57.0,55.44,6,success,,low,0,0
2026-01-01T02:13:00,notification-service,/login,India,39,68.69,55.29,5,success,,low,0,0
2026-01-01T02:13:30,notification-service,/transfer,India,98,69.61,52.81,5,success,,low,0,0
2026-01-01T02:14:00,fraud-detection,/transfer,Singapore,168,67.14,81.12,6,success,,low,0,0
2026-01-01T02:14:30,payment-api,/transfer,India,147,67.26,67.94,3,success,,low,0,0
2026-01-01T02:15:00,payment-api,/transfer,India,101,62.5,80.02,5,success,,low,0,0
2026-01-01T02:15:30,investment-engine,/withdrawal,India,93,38.08,71.3,4,success,,low,0,0
2026-01-01T02:16:00,notification-service,/transfer,Germany,73,56.73,48.67,5,success,,low,0,0
2026-01-01T02:16:30,portfolio-service,/portfolio,USA,136,40.77,63.59,4,success,,low,0,0
2026-01-01T02:17:00,payment-api,/payment,USA,114,54.93,43.19,2,success,,low,0,0
2026-01-01T02:17:30,fraud-detection,/payment,UAE,199,60.85,70.67,5,success,,low,0,0
2026-01-01T02:18:00,auth-service,/login,UAE,67,62.46,59.88,2,success,,low,0,0
2026-01-01T02:18:30,fraud-detection,/payment,India,170,50.36,58.15,4,success,,low,0,0
2026-01-01T02:19:00,portfolio-service,/trade,USA,137,55.38,56.54,1,success,,low,0,0
2026-01-01T02:19:30,investment-engine,/trade,India,129,56.36,46.03,4,success,,low,0,0
2026-01-01T02:20:00,fraud-detection,/payment,India,203,59.63,54.2,6,success,,low,0,0
2026-01-01T02:20:30,payment-api,/payment,Germany,170,63.81,64.08,0,success,,low,0,0
2026-01-01T02:21:00,investment-engine,/withdrawal,Germany,118,52.05,63.57,7,success,,low,0,0
2026-01-01T02:21:30,portfolio-service,/trade,UAE,127,62.87,63.8,7,success,,low,0,0
2026-01-01T02:22:00,fraud-detection,/kyc,USA,203,58.91,73.3,0,success,,low,0,0
2026-01-01T02:22:30,portfolio-service,/trade,UAE,147,61.48,51.89,4,success,,low,0,0
2026-01-01T02:23:00,notification-service,/login,India,65,65.24,46.39,4,success,,low,0,0
2026-01-01T02:23:30,portfolio-service,/trade,USA,119,65.01,57.81,5,success,,low,0,0
2026-01-01T02:24:00,notification-service,/login,USA,43,56.72,57.76,6,success,,low,0,0
